ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,on_amf_B0,on_amf_B1,on_amf_B2,on_smf_B0,on_smf_B1,on_smf_B2,on_upf_B0,on_upf_B1,on_upf_B2,gnd_amf_B0,gnd_amf_B1,gnd_amf_B2,gnd_smf_B0,gnd_smf_B1,gnd_smf_B2,gnd_upf_B0,gnd_upf_B1,gnd_upf_B2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
31,2026-05-16T15:38:01.310666+00:00,gaming,ISL,19.511,25.623,19.511,1.0,0.0,31.461,36.998,0.5404,0.4596,0,1.0,0.0,0.0,0.992,0.1524,0.0392,0.09794,0,1.0,0.0,0.0,1.446,0.1481,0.08958,0.21661,0,1.0,0.0,0.0,0.373,0.1111,-0.2627,-2.91335,2.811,34.272,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.378,0.0,0.893,0.893,5.945,3.85,3.85
32,2026-05-16T15:38:07.317183+00:00,gaming,GND,32.147,32.227,32.227,0.0,1.0,44.097,43.602,0.4972,0.5028,0,1.0,0.0,0.0,0.166,0.0914,-0.01843,-0.08407,0,1.0,0.0,0.0,0.086,0.0714,-0.02441,-0.14701,0,1.0,0.0,0.0,0.04,0.0229,-0.02102,-0.45849,0.291,43.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.44,0.0,0.0,0.0,5.945,3.85,3.85
33,2026-05-16T15:38:13.321795+00:00,gaming,ISL,21.082,25.001,21.082,1.0,0.0,33.032,36.376,0.5241,0.4759,0,1.0,0.0,0.0,0.17,0.1524,-0.04304,-0.1199,0,1.0,0.0,0.0,0.089,0.1481,-0.04608,-0.13285,0,1.0,0.0,0.0,0.707,0.1111,-0.22935,-1.74667,0.965,33.998,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.95,0.0,0.0,0.0,5.945,3.85,3.85
34,2026-05-16T15:38:19.336533+00:00,gaming,GND,29.174,25.939,25.939,0.0,1.0,41.124,37.314,0.4757,0.5243,0,1.0,0.0,0.0,0.1,0.0914,-0.02496,-0.11566,0,1.0,0.0,0.0,0.137,0.0714,-0.01933,-0.11454,0,1.0,0.0,0.0,0.073,0.0229,-0.01771,-0.37097,0.31,37.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.153,0.0,0.0,0.0,5.945,3.85,3.85
35,2026-05-16T15:38:25.341646+00:00,gaming,ISL,12.455,21.123,12.455,1.0,0.0,24.405,32.498,0.5711,0.4289,0,1.0,0.0,0.0,0.119,0.1524,-0.04811,-0.13501,0,1.0,0.0,0.0,0.079,0.1481,-0.04712,-0.13609,0,1.0,0.0,0.0,0.047,0.1111,-0.29528,-6.90776,0.245,24.65,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.323,0.0,0.0,0.0,5.945,3.85,3.85
36,2026-05-16T15:38:31.349069+00:00,gaming,ISL,19.018,22.146,19.018,1.0,0.0,30.968,33.521,0.5198,0.4802,0,1.0,0.0,0.0,0.589,0.1524,-0.00112,-0.00293,0,1.0,0.0,0.0,0.116,0.1481,-0.04345,-0.12478,0,1.0,0.0,0.0,0.663,0.1111,-0.23372,-1.8413,1.367,32.335,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.885,0.0,0.0,0.0,5.945,3.85,3.85
37,2026-05-16T15:38:37.351716+00:00,gaming,GND,31.215,29.111,29.111,0.0,1.0,43.165,40.486,0.484,0.516,0,1.0,0.0,0.0,0.665,0.0914,0.03146,0.12895,0,1.0,0.0,0.0,0.226,0.0714,-0.01037,-0.05982,0,1.0,0.0,0.0,0.081,0.0229,-0.01693,-0.35149,0.972,41.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.324,0.0,0.133,0.133,5.945,3.984,3.984
38,2026-05-16T15:38:43.366678+00:00,gaming,ISL,11.706,21.397,11.706,1.0,0.0,23.656,32.772,0.5808,0.4192,0,1.0,0.0,0.0,0.494,0.1524,-0.01059,-0.02819,0,1.0,0.0,0.0,0.487,0.1481,-0.00631,-0.01719,0,1.0,0.0,0.0,0.123,0.1111,-0.28773,-6.90776,1.104,24.76,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.574,0.0,0.0,0.0,5.945,3.984,3.984
39,2026-05-16T15:38:49.374821+00:00,gaming,ISL,22.504,25.225,22.504,1.0,0.0,34.454,36.6,0.5151,0.4849,0,1.0,0.0,0.0,0.375,0.1524,-0.02248,-0.06082,0,1.0,0.0,0.0,0.161,0.1481,-0.03891,-0.11099,0,1.0,0.0,0.0,0.161,0.1111,-0.28394,-6.90776,0.697,35.151,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.372,0.0,0.0,0.0,5.945,3.984,3.984
40,2026-05-16T15:38:55.379461+00:00,gaming,GND,40.78,26.655,26.655,0.0,1.0,52.73,38.03,0.419,0.581,0,1.0,0.0,0.0,0.216,0.0914,-0.01337,-0.06029,0,1.0,0.0,0.0,0.107,0.0714,-0.02226,-0.13313,0,1.0,0.0,0.0,0.021,0.0229,-0.02286,-0.51081,0.345,38.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.868,0.0,0.0,0.0,5.945,3.984,3.984
41,2026-05-16T15:39:01.385006+00:00,gaming,GND,43.726,31.105,31.105,0.0,1.0,55.676,42.48,0.4328,0.5672,0,1.0,0.0,0.0,0.117,0.0914,-0.02326,-0.10731,0,1.0,0.0,0.0,0.182,0.0714,-0.01483,-0.08668,0,1.0,0.0,0.0,0.028,0.0229,-0.02222,-0.49233,0.327,42.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.318,0.0,0.0,0.0,5.945,3.984,3.984
42,2026-05-16T15:39:07.389956+00:00,gaming,ISL,33.269,36.693,33.269,1.0,0.0,45.219,48.068,0.5153,0.4847,0,1.0,0.0,0.0,0.303,0.1524,-0.0297,-0.08118,0,1.0,0.0,0.0,1.093,0.1481,0.05432,0.13686,0,1.0,0.0,0.0,0.228,0.1111,-0.27721,-6.19961,1.624,46.843,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.136,0.0,0.0,0.0,5.945,3.984,3.984
43,2026-05-16T15:39:13.402237+00:00,gaming,GND,31.066,29.371,29.371,0.0,1.0,43.016,40.746,0.4864,0.5136,0,1.0,0.0,0.0,0.169,0.0914,-0.0181,-0.08248,0,1.0,0.0,0.0,0.189,0.0714,-0.01413,-0.08242,0,1.0,0.0,0.0,0.094,0.0229,-0.01565,-0.31995,0.451,41.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.584,0.0,0.0,0.0,5.945,3.984,3.984
44,2026-05-16T15:39:19.402829+00:00,gaming,ISL,15.597,26.058,15.597,1.0,0.0,27.547,37.433,0.5761,0.4239,0,1.0,0.0,0.0,0.651,0.1524,0.00508,0.01323,0,1.0,0.0,0.0,0.612,0.1481,0.00618,0.01654,0,1.0,0.0,0.0,0.097,0.1111,-0.29031,-6.90776,1.359,28.906,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.465,0.0,0.0,0.0,5.945,3.984,3.984
45,2026-05-16T15:39:25.418541+00:00,gaming,ISL,24.638,26.116,24.638,1.0,0.0,36.588,37.491,0.5061,0.4939,0,1.0,0.0,0.0,0.526,0.1524,-0.00738,-0.01955,0,1.0,0.0,0.0,0.288,0.1481,-0.02619,-0.07335,0,1.0,0.0,0.0,0.152,0.1111,-0.28482,-6.90776,0.966,37.554,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.329,0.0,0.0,0.0,5.945,3.984,3.984
46,2026-05-16T15:39:31.433126+00:00,gaming,GND,26.095,22.175,22.175,0.0,1.0,38.045,33.55,0.4686,0.5314,0,1.0,0.0,0.0,0.134,0.0914,-0.02155,-0.09904,0,1.0,0.0,0.0,0.199,0.0714,-0.01309,-0.07611,0,1.0,0.0,0.0,0.022,0.0229,-0.02278,-0.50847,0.356,33.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.388,0.0,0.0,0.0,5.945,3.984,3.984
47,2026-05-16T15:39:37.436508+00:00,gaming,ISL,17.033,31.895,17.033,1.0,0.0,28.983,43.27,0.5989,0.4011,0,1.0,0.0,0.0,1.185,0.1524,0.05849,0.14283,0,1.0,0.0,0.0,0.129,0.1481,-0.04207,-0.12059,0,1.0,0.0,0.0,0.431,0.1111,-0.25688,-2.5873,1.745,30.729,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.901,0.0,0.0,0.0,5.945,3.984,3.984
48,2026-05-16T15:39:43.448147+00:00,gaming,ISL,29.983,32.968,29.983,1.0,0.0,41.933,44.343,0.514,0.486,0,1.0,0.0,0.0,0.984,0.1524,0.03836,0.09595,0,1.0,0.0,0.0,0.084,0.1481,-0.0466,-0.13447,0,1.0,0.0,0.0,0.522,0.1111,-0.24781,-2.22659,1.59,43.523,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.851,0.0,0.0,0.0,5.945,3.984,3.984
49,2026-05-16T15:39:49.455202+00:00,gaming,ISL,33.498,36.261,33.498,1.0,0.0,45.448,47.636,0.5118,0.4882,0,1.0,0.0,0.0,0.407,0.1524,-0.01926,-0.05187,0,1.0,0.0,0.0,0.257,0.1481,-0.02932,-0.08246,0,1.0,0.0,0.0,0.525,0.1111,-0.24752,-2.21716,1.189,46.637,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.366,0.0,0.0,0.0,5.945,3.984,3.984
