ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,on_amf_B0,on_amf_B1,on_amf_B2,on_smf_B0,on_smf_B1,on_smf_B2,on_upf_B0,on_upf_B1,on_upf_B2,gnd_amf_B0,gnd_amf_B1,gnd_amf_B2,gnd_smf_B0,gnd_smf_B1,gnd_smf_B2,gnd_upf_B0,gnd_upf_B1,gnd_upf_B2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
21,2026-05-16T15:37:01.142494+00:00,instagram,GND,32.131,40.837,40.837,0.5,0.5,44.081,52.212,0.5422,0.4578,1,0.3333,0.3333,0.3333,0.509,0.1088,0.01586,0.04744,1,0.3333,0.3333,0.3333,0.215,0.0952,-0.01153,-0.04118,0,0.3333,0.3333,0.3333,0.09,0.0619,-0.01605,-0.09038,0.813,53.025,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.189,8.131,0.0,4.836,161.086,7.672,156.858
22,2026-05-16T15:37:07.146160+00:00,instagram,ISL,42.995,36.113,42.995,0.5,0.5,54.945,47.488,0.4636,0.5364,1,0.3333,0.3333,0.3333,0.778,0.1778,0.01779,0.03281,2,0.3333,0.3333,0.3333,0.301,0.202,-0.02491,-0.04197,1,0.3333,0.3333,0.3333,2.12,0.3951,-0.08803,-0.07717,3.199,58.143,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.433,7.457,0.0,9.711,168.543,7.672,166.569
23,2026-05-16T15:37:13.153618+00:00,instagram,ISL,12.068,21.972,12.068,0.5,0.5,24.018,33.347,0.5813,0.4187,0,0.3333,0.3333,0.3333,0.331,0.127,-0.02694,-0.07334,0,0.3333,0.3333,0.3333,0.595,0.1235,0.00452,0.01212,0,0.3333,0.3333,0.3333,1.987,0.3704,-0.10126,-0.09555,2.913,26.931,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.126,0.0,0.0,0.0,168.543,7.672,166.569
24,2026-05-16T15:37:19.163574+00:00,instagram,GND,22.17,25.374,25.374,0.5,0.5,34.12,36.749,0.5185,0.4815,1,0.3333,0.3333,0.3333,0.286,0.1088,-0.00644,-0.01992,2,0.3333,0.3333,0.3333,0.366,0.1361,0.00358,0.00874,0,0.3333,0.3333,0.3333,0.175,0.0619,-0.00754,-0.04146,0.826,37.575,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.693,2.629,0.0,0.0,171.171,7.672,166.569
25,2026-05-16T15:37:25.265176+00:00,instagram,GND,15.346,25.144,25.144,0.5,0.5,27.296,36.519,0.5723,0.4277,2,0.3333,0.3333,0.3333,0.849,0.1524,0.04989,0.10359,0,0.3333,0.3333,0.3333,0.211,0.0595,-0.01195,-0.06925,2,0.3333,0.3333,0.3333,0.329,0.1088,0.0079,0.02392,1.389,37.907,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.403,9.223,0.444,6.504,180.394,8.116,173.073
26,2026-05-16T15:37:31.272854+00:00,instagram,GND,20.645,25.892,25.892,0.5,0.5,32.595,37.267,0.5334,0.4666,2,0.3333,0.3333,0.3333,0.742,0.1524,0.03921,0.0823,1,0.3333,0.3333,0.3333,0.216,0.0952,-0.01138,-0.04066,2,0.3333,0.3333,0.3333,0.038,0.1088,-0.02123,-0.06721,0.996,38.263,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.703,4.672,0.051,1.56,185.066,8.168,174.633
27,2026-05-16T15:37:37.286666+00:00,instagram,ISL,42.743,29.199,42.743,0.5,0.5,54.693,40.574,0.4259,0.5741,0,0.3333,0.3333,0.3333,0.078,0.127,-0.0522,-0.14738,1,0.3333,0.3333,0.3333,1.035,0.1587,0.04846,0.09692,1,0.3333,0.3333,0.3333,2.868,0.3951,-0.01319,-0.01119,3.981,58.674,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.519,14.119,0.0,17.155,199.185,8.168,191.789
28,2026-05-16T15:37:43.293434+00:00,instagram,ISL,39.203,35.231,39.203,0.5,0.5,51.153,46.606,0.4767,0.5233,1,0.3333,0.3333,0.3333,0.459,0.1778,-0.01411,-0.02681,1,0.3333,0.3333,0.3333,0.289,0.1587,-0.02607,-0.05631,1,0.3333,0.3333,0.3333,2.863,0.3951,-0.01373,-0.01165,3.611,54.763,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.551,4.547,0.0,7.213,203.732,8.168,199.001
29,2026-05-16T15:37:49.297441+00:00,instagram,GND,12.11,29.077,29.077,0.5,0.5,24.06,40.452,0.627,0.373,0,0.3333,0.3333,0.3333,0.133,0.0762,-0.02174,-0.09996,1,0.3333,0.3333,0.3333,0.267,0.0952,-0.00629,-0.02226,2,0.3333,0.3333,0.3333,0.378,0.1088,0.01282,0.0385,0.778,41.23,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.168,16.392,0.0,13.063,220.124,8.168,212.064
30,2026-05-16T15:37:55.327598+00:00,gaming,GND,33.07,34.074,34.074,0.5,0.5,45.02,45.449,0.5024,0.4976,2,0.3333,0.3333,0.3333,0.08,0.061,-0.02701,-0.06089,1,0.3333,0.3333,0.3333,0.134,0.0381,-0.01964,-0.07123,2,0.3333,0.3333,0.3333,0.378,0.049,0.01277,0.03417,0.591,46.04,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.287,0.429,0.0,0.0,220.553,8.168,212.064
31,2026-05-16T15:38:01.310409+00:00,gaming,ISL,19.511,25.623,19.511,0.5,0.5,31.461,36.998,0.5404,0.4596,0,0.3333,0.3333,0.3333,0.193,0.0508,-0.04075,-0.11312,1,0.3333,0.3333,0.3333,0.705,0.0635,0.01554,0.03212,2,0.3333,0.3333,0.3333,1.216,0.1481,-0.17836,-0.17498,2.114,33.575,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.378,0.0,0.197,0.197,220.553,8.364,212.261
32,2026-05-16T15:38:07.316887+00:00,gaming,ISL,32.147,32.227,32.147,0.5,0.5,44.097,43.602,0.4972,0.5028,1,0.3333,0.3333,0.3333,1.556,0.0711,0.09555,0.1648,1,0.3333,0.3333,0.3333,0.494,0.0635,-0.00557,-0.01176,2,0.3333,0.3333,0.3333,2.19,0.1481,-0.08099,-0.07569,4.24,48.337,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.44,0.495,2.322,3.897,221.048,10.687,216.158
33,2026-05-16T15:38:13.321499+00:00,gaming,GND,21.082,25.001,25.001,0.5,0.5,33.032,36.376,0.5241,0.4759,2,0.3333,0.3333,0.3333,0.965,0.061,0.06151,0.12624,1,0.3333,0.3333,0.3333,0.474,0.0381,0.01445,0.04932,0,0.3333,0.3333,0.3333,0.041,0.0076,-0.02085,-0.45402,1.481,37.857,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.95,3.344,0.643,2.907,224.392,11.33,219.065
34,2026-05-16T15:38:19.336260+00:00,gaming,GND,29.174,25.939,25.939,0.5,0.5,41.124,37.314,0.4757,0.5243,0,0.3333,0.3333,0.3333,0.184,0.0305,-0.01657,-0.07527,0,0.3333,0.3333,0.3333,0.167,0.0238,-0.01629,-0.09567,2,0.3333,0.3333,0.3333,0.476,0.049,0.02261,0.05973,0.827,38.142,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.153,0.0,0.0,0.0,224.392,11.33,219.065
35,2026-05-16T15:38:25.341372+00:00,gaming,GND,12.455,21.123,21.123,0.5,0.5,24.405,32.498,0.5711,0.4289,0,0.3333,0.3333,0.3333,0.416,0.0305,0.00664,0.02865,1,0.3333,0.3333,0.3333,0.129,0.0381,-0.02007,-0.07282,0,0.3333,0.3333,0.3333,0.019,0.0076,-0.02306,-0.51684,0.565,33.063,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.323,8.092,0.0,6.74,232.484,11.33,225.805
36,2026-05-16T15:38:31.348085+00:00,gaming,ISL,19.018,22.146,19.018,0.5,0.5,30.968,33.521,0.5198,0.4802,0,0.3333,0.3333,0.3333,0.133,0.0508,-0.04667,-0.13069,2,0.3333,0.3333,0.3333,0.91,0.0808,0.03604,0.05777,0,0.3333,0.3333,0.3333,0.367,0.037,-0.26333,-2.95628,1.41,32.378,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.885,0.0,0.0,0.0,232.484,11.33,225.805
37,2026-05-16T15:38:37.351454+00:00,gaming,GND,31.215,29.111,29.111,0.5,0.5,43.165,40.486,0.484,0.516,0,0.3333,0.3333,0.3333,0.15,0.0305,-0.02002,-0.09165,2,0.3333,0.3333,0.3333,0.422,0.0544,0.00919,0.02225,2,0.3333,0.3333,0.3333,0.555,0.049,0.03054,0.07985,1.127,41.613,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.324,0.0,0.289,0.289,232.484,11.619,226.094
38,2026-05-16T15:38:43.366285+00:00,gaming,GND,11.706,21.397,21.397,0.5,0.5,23.656,32.772,0.5808,0.4192,2,0.3333,0.3333,0.3333,0.782,0.061,0.04318,0.09026,1,0.3333,0.3333,0.3333,0.33,0.0381,4e-05,0.00015,0,0.3333,0.3333,0.3333,0.059,0.0076,-0.01912,-0.40737,1.171,33.943,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.574,9.116,0.333,8.369,241.6,11.952,234.463
39,2026-05-16T15:38:49.373832+00:00,gaming,GND,22.504,25.225,25.225,0.5,0.5,34.454,36.6,0.5151,0.4849,0,0.3333,0.3333,0.3333,0.295,0.0305,-0.00547,-0.02423,1,0.3333,0.3333,0.3333,0.517,0.0381,0.01872,0.06346,0,0.3333,0.3333,0.3333,0.059,0.0076,-0.0191,-0.40679,0.871,37.472,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.372,2.146,0.033,1.1,243.746,11.985,235.563
40,2026-05-16T15:38:55.378704+00:00,gaming,ISL,40.78,26.655,40.78,0.5,0.5,52.73,38.03,0.419,0.581,2,0.3333,0.3333,0.3333,0.713,0.0889,0.01127,0.01676,1,0.3333,0.3333,0.3333,0.078,0.0635,-0.04724,-0.10449,2,0.3333,0.3333,0.3333,0.307,0.1481,-0.26933,-0.2776,1.097,53.827,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.868,14.699,0.0,14.958,258.445,11.985,250.521
41,2026-05-16T15:39:01.384278+00:00,gaming,GND,43.726,31.105,31.105,0.5,0.5,55.676,42.48,0.4328,0.5672,0,0.3333,0.3333,0.3333,0.249,0.0305,-0.01008,-0.0451,2,0.3333,0.3333,0.3333,0.54,0.0544,0.02096,0.05008,2,0.3333,0.3333,0.3333,0.174,0.049,-0.00764,-0.021,0.962,43.442,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.318,0.0,0.124,0.124,258.445,12.109,250.646
42,2026-05-16T15:39:07.389542+00:00,gaming,GND,33.269,36.693,36.693,0.5,0.5,45.219,48.068,0.5153,0.4847,0,0.3333,0.3333,0.3333,0.125,0.0305,-0.02249,-0.10358,0,0.3333,0.3333,0.3333,0.076,0.0238,-0.02536,-0.15315,1,0.3333,0.3333,0.3333,0.046,0.019,-0.02037,-0.15386,0.248,48.316,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.136,2.85,0.0,1.18,261.295,12.109,251.826
43,2026-05-16T15:39:13.401900+00:00,gaming,GND,31.066,29.371,29.371,0.5,0.5,43.016,40.746,0.4864,0.5136,0,0.3333,0.3333,0.3333,0.326,0.0305,-0.00236,-0.01036,0,0.3333,0.3333,0.3333,0.158,0.0238,-0.0172,-0.10129,2,0.3333,0.3333,0.3333,0.341,0.049,0.00913,0.02455,0.826,41.572,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.584,0.0,0.0,0.0,261.295,12.109,251.826
44,2026-05-16T15:39:19.402257+00:00,gaming,GND,15.597,26.058,26.058,0.5,0.5,27.547,37.433,0.5761,0.4239,1,0.3333,0.3333,0.3333,0.131,0.0435,-0.02186,-0.06929,2,0.3333,0.3333,0.3333,0.35,0.0544,0.00205,0.005,2,0.3333,0.3333,0.3333,0.681,0.049,0.04308,0.11088,1.163,38.595,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.465,9.885,0.325,9.131,271.181,12.434,260.956
45,2026-05-16T15:39:25.417686+00:00,gaming,GND,24.638,26.116,26.116,0.5,0.5,36.588,37.491,0.5061,0.4939,2,0.3333,0.3333,0.3333,1.024,0.061,0.06745,0.13763,1,0.3333,0.3333,0.3333,0.312,0.0381,-0.00177,-0.00622,2,0.3333,0.3333,0.3333,0.208,0.049,-0.00417,-0.01141,1.545,39.036,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.329,0.903,0.707,0.707,272.084,13.141,261.663
46,2026-05-16T15:39:31.432818+00:00,gaming,ISL,26.095,22.175,26.095,0.5,0.5,38.045,33.55,0.4686,0.5314,2,0.3333,0.3333,0.3333,0.345,0.0889,-0.02546,-0.03893,2,0.3333,0.3333,0.3333,0.503,0.0808,-0.00466,-0.00772,2,0.3333,0.3333,0.3333,0.323,0.1481,-0.2677,-0.27566,1.172,39.217,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.388,4.495,0.0,4.829,276.579,13.141,266.492
47,2026-05-16T15:39:37.436248+00:00,gaming,ISL,17.033,31.895,17.033,0.5,0.5,28.983,43.27,0.5989,0.4011,2,0.3333,0.3333,0.3333,0.705,0.0889,0.01055,0.0157,2,0.3333,0.3333,0.3333,0.125,0.0808,-0.04249,-0.07269,2,0.3333,0.3333,0.3333,0.953,0.1481,-0.20472,-0.20365,1.783,30.767,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.901,0.0,0.0,0.0,276.579,13.141,266.492
48,2026-05-16T15:39:43.447885+00:00,gaming,ISL,29.983,32.968,29.983,0.5,0.5,41.933,44.343,0.514,0.486,0,0.3333,0.3333,0.3333,0.459,0.0508,-0.01406,-0.03759,2,0.3333,0.3333,0.3333,0.316,0.0808,-0.02338,-0.03934,1,0.3333,0.3333,0.3333,0.17,0.079,-0.28297,-0.64916,0.946,42.879,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.851,0.0,0.0,0.0,276.579,13.141,266.492
49,2026-05-16T15:39:49.454263+00:00,gaming,GND,33.498,36.261,36.261,0.5,0.5,45.448,47.636,0.5118,0.4882,2,0.3333,0.3333,0.3333,0.346,0.061,-0.00045,-0.00097,0,0.3333,0.3333,0.3333,0.119,0.0238,-0.02106,-0.12547,2,0.3333,0.3333,0.3333,0.203,0.049,-0.00468,-0.01281,0.668,48.304,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.366,2.188,0.0,0.939,278.767,13.141,267.431
