ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,on_amf_B0,on_amf_B1,on_amf_B2,on_smf_B0,on_smf_B1,on_smf_B2,on_upf_B0,on_upf_B1,on_upf_B2,gnd_amf_B0,gnd_amf_B1,gnd_amf_B2,gnd_smf_B0,gnd_smf_B1,gnd_smf_B2,gnd_upf_B0,gnd_upf_B1,gnd_upf_B2,B_isl,B_gnd,Q_isl,Q_gnd,gamma_isl,gamma_gnd,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
41,2026-05-16T23:34:43.447274+00:00,mixed,ISL,4.575,10.807,4.575,0.5393,0.4607,11.047,16.762,0.6027,0.3973,0,0.8484,0.1086,0.043,0.355,0.2596,-0.02445,-0.06663,0,0.7782,0.1635,0.0583,0.826,0.2308,0.0276,0.07193,0,0.3821,0.2363,0.3816,0.639,0.2091,-0.23607,-0.45371,1.821,12.868,0.8484,0.1086,0.043,0.7782,0.1635,0.0583,0.3821,0.2363,0.3816,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0043,0.9991,0.9959,1.0008,0.9978,0.9965,1.03,1.0269,1.0291,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07953,0.062,2.68628,1.07471,0.25,0.0,13.267,0.0,0.0,0.0,85.775,6.561,52.642
42,2026-05-16T23:34:59.474839+00:00,mixed,ISL,6.701,12.852,6.701,0.5409,0.4591,13.174,18.807,0.5881,0.4119,1,0.8614,0.1004,0.0382,4.111,0.0428,0.35114,0.50463,2,0.7872,0.1589,0.0539,0.038,0.026,-0.05122,-0.08802,0,0.3912,0.2245,0.3842,0.515,0.2149,-0.24854,-0.48695,4.664,17.837,0.8614,0.1004,0.0382,0.7872,0.1589,0.0539,0.3912,0.2245,0.3842,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0044,0.997,0.9958,1.0008,0.9978,0.997,1.0341,1.0295,1.0321,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07952,0.062,2.85676,1.01271,0.25,0.0,15.393,0.0,2.444,2.444,85.775,9.005,55.086
43,2026-05-16T23:35:15.502210+00:00,mixed,ISL,14.145,13.301,14.145,0.5422,0.4578,20.617,19.255,0.4829,0.5171,0,0.8777,0.0878,0.0345,0.3,0.2687,-0.02995,-0.0823,0,0.7988,0.1514,0.0498,0.721,0.2369,0.01712,0.04522,2,0.4022,0.2125,0.3853,0.311,0.2121,-0.26893,-0.54165,1.332,21.949,0.8777,0.0878,0.0345,0.7988,0.1514,0.0498,0.4022,0.2125,0.3853,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0047,0.997,0.9958,1.0007,0.9979,0.9969,1.0372,1.0322,1.0367,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07952,0.062,3.02724,0.95072,0.25,0.0,20.14,1.362,0.0,1.809,87.136,9.005,56.895
44,2026-05-16T23:35:31.542585+00:00,mixed,ISL,8.406,10.981,8.406,0.5424,0.4576,14.878,16.935,0.5323,0.4677,0,0.889,0.0806,0.0304,0.56,0.2722,-0.004,-0.01059,0,0.8081,0.1461,0.0458,0.183,0.2396,-0.03669,-0.10443,2,0.4017,0.1997,0.3986,0.557,0.2204,-0.24425,-0.4801,1.301,16.178,0.889,0.0806,0.0304,0.8081,0.1461,0.0458,0.4017,0.1997,0.3986,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0047,0.997,0.9957,1.0011,0.9979,0.9969,1.0403,1.0349,1.0407,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07951,0.062,3.19773,0.88872,0.25,0.0,17.097,0.0,0.0,0.0,87.136,9.005,56.895
45,2026-05-16T23:35:47.572199+00:00,mixed,ISL,5.904,10.371,5.904,0.5432,0.4568,12.376,16.325,0.5688,0.4312,0,0.8975,0.0753,0.0273,1.236,0.2748,0.06355,0.15488,0,0.8232,0.1362,0.0406,0.432,0.2442,-0.01176,-0.03231,2,0.4033,0.1886,0.4081,0.359,0.2265,-0.2641,-0.5345,2.027,14.403,0.8975,0.0753,0.0273,0.8232,0.1362,0.0406,0.4033,0.1886,0.4081,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0042,0.9971,0.9956,1.0012,0.9979,0.9968,1.0434,1.0376,1.0452,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07951,0.062,3.36821,0.82672,0.25,0.0,14.595,0.0,0.0,0.0,87.136,9.005,56.895
46,2026-05-16T23:36:03.611750+00:00,mixed,ISL,4.69,10.056,4.69,0.5445,0.4555,11.162,16.011,0.5892,0.4108,0,0.9006,0.0727,0.0267,0.367,0.2756,-0.02328,-0.06335,1,0.8344,0.129,0.0367,0.31,0.049,-0.02395,-0.05152,0,0.4022,0.1769,0.4209,0.925,0.2238,-0.2075,-0.39412,1.603,12.764,0.9006,0.0727,0.0267,0.8344,0.129,0.0367,0.4022,0.1769,0.4209,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0045,0.9971,0.9955,1.0012,0.9982,0.9967,1.0465,1.0403,1.0481,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07951,0.062,3.53871,0.76472,0.25,0.0,13.382,0.0,0.0,0.0,87.136,9.005,56.895
47,2026-05-16T23:36:19.637260+00:00,mixed,ISL,11.628,13.068,11.628,0.5459,0.4541,18.1,19.022,0.5124,0.4876,0,0.9066,0.0668,0.0267,0.479,0.2775,-0.01205,-0.0323,0,0.8431,0.1237,0.0332,0.496,0.2501,-0.00537,-0.01461,2,0.4069,0.1685,0.4246,1.208,0.2373,-0.17924,-0.33193,2.183,20.283,0.9066,0.0668,0.0267,0.8431,0.1237,0.0332,0.4069,0.1685,0.4246,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0046,0.9972,0.9954,1.0013,0.9982,0.9966,1.0496,1.0431,1.0506,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07951,0.062,3.7092,0.70272,0.25,0.0,19.907,0.0,0.0,0.376,87.136,9.005,57.271
48,2026-05-16T23:36:35.676528+00:00,mixed,ISL,4.705,8.76,4.705,0.5464,0.4536,11.176,14.714,0.5683,0.4317,0,0.9116,0.0617,0.0267,0.45,0.2791,-0.01498,-0.04031,1,0.8525,0.1175,0.03,1.952,0.0447,0.14024,0.25748,2,0.4137,0.1611,0.4252,1.455,0.2382,-0.15453,-0.27971,3.857,15.033,0.9116,0.0617,0.0267,0.8525,0.1175,0.03,0.4137,0.1611,0.4252,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0047,0.9972,0.9953,1.0013,0.9971,0.9966,1.0527,1.0459,1.0526,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.07951,0.062,3.87969,0.64072,0.25,0.0,13.396,0.0,1.638,1.638,87.136,10.643,58.909
49,2026-05-16T23:36:51.721201+00:00,mixed,ISL,6.734,9.721,6.734,0.5478,0.4522,13.206,15.676,0.5428,0.4572,0,0.9164,0.0569,0.0267,0.49,0.2806,-0.01101,-0.02947,0,0.8658,0.1069,0.0273,0.25,0.2569,-0.02999,-0.08459,2,0.4224,0.1548,0.4229,0.419,0.2374,-0.25806,-0.5262,1.159,14.365,0.9164,0.0569,0.0267,0.8658,0.1069,0.0273,0.4224,0.1548,0.4229,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0048,0.9972,0.9953,1.0016,0.9972,0.9965,1.0558,1.0487,1.057,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.0795,0.062,4.05019,0.57872,0.25,0.0,15.425,0.0,0.0,0.0,87.136,10.643,58.909
50,2026-05-16T23:37:07.750353+00:00,mixed,ISL,2.615,7.77,2.615,0.5487,0.4513,9.086,13.725,0.6017,0.3983,0,0.9207,0.0527,0.0267,0.398,0.2819,-0.02016,-0.05464,0,0.874,0.0993,0.0267,0.413,0.2594,-0.01371,-0.03778,0,0.4206,0.145,0.4344,0.977,0.2368,-0.20229,-0.38755,1.788,10.875,0.9207,0.0527,0.0267,0.874,0.0993,0.0267,0.4206,0.145,0.4344,0.9127,0.0606,0.0267,0.8949,0.0785,0.0267,0.3745,0.3646,0.2609,1.0051,0.9973,0.9952,1.0018,0.9972,0.9964,1.0588,1.0515,1.0599,1.0026,1.0002,0.9976,1.0023,1.0009,0.9987,1.0003,1.0002,0.9999,0.0795,0.062,4.22068,0.51672,0.25,0.0,11.306,0.0,0.0,0.0,87.136,10.643,58.909
