ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,trgsat_bg,tn_bg,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
197,2026-05-12T21:38:24.461226+00:00,instagram,GND,20.038,24.1,24.1,0.7538,0.2462,22.83,29.946,0.5674,0.4326,0.2835,0.1447,0,0.9667,0.0167,0.0167,0.123,0.2286,-0.03768,-0.18016,0,0.9667,0.0167,0.0167,0.155,0.1786,-0.01449,-0.08464,1,0.7469,0.1695,0.0837,0.303,0.381,-0.00969,-0.02576,0.581,30.527,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.497,0.2515,0.2515,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7683,0.1581,0.0736,30.297,7.116,0.0,0.23,564.859,258.733,731.619
198,2026-05-12T21:38:34.494762+00:00,instagram,ISL,15.837,25.941,15.837,0.7583,0.2417,18.586,31.767,0.6309,0.3691,0.2724,0.1418,0,0.9667,0.0167,0.0167,0.978,0.5333,-0.05219,-0.10297,0,0.9667,0.0167,0.0167,0.576,0.4167,-0.04235,-0.10719,0,0.497,0.2515,0.2515,5.739,0.8889,0.37385,0.35107,7.293,25.879,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5068,0.2466,0.2466,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7683,0.1581,0.0736,26.053,0.0,0.0,0.0,564.859,258.733,731.619
199,2026-05-12T21:38:44.498376+00:00,instagram,ISL,13.435,23.026,13.435,0.768,0.232,16.145,28.833,0.641,0.359,0.2621,0.1389,0,0.9667,0.0167,0.0167,1.03,0.5333,-0.04699,-0.09223,0,0.9667,0.0167,0.0167,0.406,0.4167,-0.05939,-0.15377,0,0.5068,0.2466,0.2466,6.073,0.8889,0.40731,0.37722,7.509,23.654,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5163,0.2419,0.2419,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7683,0.1581,0.0736,23.612,0.0,0.042,0.042,564.859,258.775,731.66
200,2026-05-12T21:38:54.520281+00:00,instagram,ISL,13.126,22.06,13.126,0.7797,0.2203,15.801,27.848,0.638,0.362,0.2524,0.1362,0,0.9667,0.0167,0.0167,0.917,0.5333,-0.05827,-0.11571,0,0.9667,0.0167,0.0167,0.757,0.4167,-0.02426,-0.05999,0,0.5163,0.2419,0.2419,5.755,0.8889,0.37545,0.35233,7.429,23.23,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.526,0.237,0.237,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7683,0.1581,0.0736,23.268,0.0,0.0,0.0,564.859,258.775,731.66
201,2026-05-12T21:39:04.529020+00:00,instagram,ISL,15.495,20.974,15.495,0.7911,0.2089,18.139,26.745,0.5959,0.4041,0.2435,0.1335,0,0.9667,0.0167,0.0167,1.167,0.5333,-0.03325,-0.06438,0,0.9667,0.0167,0.0167,0.818,0.4167,-0.01822,-0.04472,0,0.526,0.237,0.237,5.007,0.8889,0.30067,0.29137,6.992,25.131,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5364,0.2318,0.2318,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7683,0.1581,0.0736,25.606,0.0,0.0,0.0,564.859,258.775,731.66
202,2026-05-12T21:39:14.607896+00:00,instagram,ISL,12.532,22.715,12.532,0.7981,0.2019,15.148,28.468,0.6527,0.3473,0.2354,0.1309,0,0.9667,0.0167,0.0167,0.975,0.5333,-0.05253,-0.10368,0,0.9667,0.0167,0.0167,0.586,0.4167,-0.04137,-0.10456,0,0.5364,0.2318,0.2318,5.626,0.8889,0.36256,0.34209,7.187,22.335,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5462,0.2269,0.2269,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7683,0.1581,0.0736,22.616,0.0,0.0,0.0,564.859,258.775,731.66
203,2026-05-12T21:39:24.626922+00:00,instagram,GND,13.138,23.718,23.718,0.8101,0.1899,15.729,29.455,0.6519,0.3481,0.2281,0.1284,0,0.9667,0.0167,0.0167,0.146,0.2286,-0.03544,-0.16848,0,0.9667,0.0167,0.0167,0.295,0.1786,-0.00048,-0.0027,0,0.7683,0.1581,0.0736,0.164,0.2286,-0.02365,-0.10922,0.604,30.059,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5462,0.2269,0.2269,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7912,0.1447,0.0641,23.197,13.725,0.0,6.862,578.585,258.775,738.522
204,2026-05-12T21:39:34.654989+00:00,instagram,ISL,20.217,24.023,20.217,0.8211,0.1789,22.786,29.744,0.5662,0.4338,0.2216,0.1261,0,0.9667,0.0167,0.0167,1.029,0.5333,-0.04709,-0.09243,0,0.9667,0.0167,0.0167,0.319,0.4167,-0.06809,-0.17844,0,0.5462,0.2269,0.2269,5.681,0.8889,0.36814,0.34654,7.03,29.816,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5559,0.2221,0.222,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7912,0.1447,0.0641,30.254,0.0,0.0,0.0,578.585,258.775,738.522
205,2026-05-12T21:39:44.671305+00:00,instagram,ISL,14.824,16.386,14.824,0.8246,0.1754,17.375,22.093,0.5598,0.4402,0.2159,0.1238,0,0.9667,0.0167,0.0167,0.939,0.5333,-0.05612,-0.11119,0,0.9667,0.0167,0.0167,0.559,0.4167,-0.04411,-0.11189,0,0.5559,0.2221,0.222,6.54,0.8889,0.45398,0.41259,8.038,25.412,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5649,0.2175,0.2175,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7912,0.1447,0.0641,22.823,0.0,0.57,2.589,578.585,259.345,741.111
206,2026-05-12T21:39:54.688914+00:00,instagram,GND,7.256,14.38,14.38,0.829,0.171,9.791,20.072,0.6721,0.3279,0.2111,0.1216,0,0.9667,0.0167,0.0167,0.111,0.2286,-0.03893,-0.18673,0,0.9667,0.0167,0.0167,0.492,0.1786,0.01917,0.10198,0,0.7912,0.1447,0.0641,0.228,0.2286,-0.01721,-0.0783,0.83,20.902,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5649,0.2175,0.2175,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,17.259,10.281,0.1,3.643,588.865,259.444,744.755
207,2026-05-12T21:40:04.689381+00:00,instagram,ISL,14.427,14.521,14.427,0.8487,0.1513,16.949,20.2,0.5438,0.4562,0.2071,0.1195,0,0.9667,0.0167,0.0167,2.018,0.5333,0.05176,0.09263,2,0.9667,0.0167,0.0167,5.148,0.8333,0.41477,0.40394,0,0.5649,0.2175,0.2175,5.508,0.8889,0.35079,0.33264,12.673,29.623,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5747,0.2127,0.2126,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,20.931,0.0,5.206,8.692,588.865,264.65,753.447
208,2026-05-12T21:40:14.711251+00:00,instagram,ISL,13.042,23.668,13.042,0.8517,0.1483,15.555,29.334,0.6535,0.3465,0.204,0.1176,0,0.9667,0.0167,0.0167,2.368,0.5333,0.08676,0.15072,0,0.9667,0.0167,0.0167,0.819,0.4167,-0.01815,-0.04453,0,0.5747,0.2127,0.2126,6.106,0.8889,0.41064,0.37978,9.292,24.847,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.584,0.208,0.208,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,23.022,0.0,1.825,1.825,588.865,266.475,755.271
209,2026-05-12T21:40:24.730386+00:00,instagram,ISL,22.08,22.041,22.08,0.8609,0.1391,24.585,27.695,0.5297,0.4703,0.2018,0.1157,0,0.9667,0.0167,0.0167,1.371,0.5333,-0.0129,-0.02449,0,0.9667,0.0167,0.0167,1.137,0.4167,0.01373,0.03242,0,0.584,0.208,0.208,5.559,0.8889,0.35592,0.33677,8.067,32.653,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5936,0.2032,0.2032,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,28.425,0.0,0.6,4.227,588.865,267.075,759.499
210,2026-05-12T21:40:34.760228+00:00,instagram,ISL,17.477,25.95,17.477,0.8622,0.1378,19.979,31.593,0.6126,0.3874,0.2004,0.1139,0,0.9667,0.0167,0.0167,1.196,0.5333,-0.03038,-0.05865,0,0.9667,0.0167,0.0167,0.586,0.4167,-0.04142,-0.10471,0,0.5936,0.2032,0.2032,6.653,0.8889,0.46534,0.42101,8.435,28.414,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6023,0.1989,0.1988,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,27.446,0.0,0.968,0.968,588.865,268.043,760.467
211,2026-05-12T21:40:44.770423+00:00,instagram,ISL,9.318,20.691,9.318,0.8673,0.1327,11.818,26.323,0.6902,0.3098,0.2,0.1122,0,0.9667,0.0167,0.0167,0.665,0.5333,-0.08353,-0.17034,0,0.9667,0.0167,0.0167,0.739,0.4167,-0.02613,-0.06476,0,0.6023,0.1989,0.1988,5.994,0.8889,0.39942,0.37112,7.398,19.216,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6115,0.1943,0.1943,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,19.286,0.0,0.0,0.0,588.865,268.043,760.467
212,2026-05-12T21:40:54.773843+00:00,instagram,ISL,19.436,23.898,19.436,0.8806,0.1194,21.938,29.52,0.5737,0.4263,0.2004,0.1107,0,0.9667,0.0167,0.0167,0.83,0.5333,-0.06704,-0.13433,0,0.9667,0.0167,0.0167,0.605,0.4167,-0.03948,-0.09955,0,0.6115,0.1943,0.1943,5.87,0.8889,0.38703,0.36145,7.305,29.243,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6206,0.1897,0.1897,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,29.405,0.0,0.0,0.0,588.865,268.043,760.467
213,2026-05-12T21:41:04.797808+00:00,instagram,ISL,15.638,25.416,15.638,0.8835,0.1165,18.143,31.029,0.631,0.369,0.2018,0.1092,0,0.9667,0.0167,0.0167,0.945,0.5333,-0.05546,-0.10981,0,0.9667,0.0167,0.0167,0.855,0.4167,-0.01445,-0.0353,0,0.6206,0.1897,0.1897,7.576,0.8889,0.5576,0.48693,9.377,27.52,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6286,0.1857,0.1857,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,25.611,0.0,1.909,1.909,588.865,269.952,762.376
214,2026-05-12T21:41:14.811558+00:00,instagram,ISL,13.759,24.229,13.759,0.8891,0.1109,16.271,29.834,0.6471,0.3529,0.204,0.1079,0,0.9667,0.0167,0.0167,0.538,0.5333,-0.09616,-0.19882,0,0.9667,0.0167,0.0167,0.662,0.4167,-0.03377,-0.08451,0,0.6286,0.1857,0.1857,7.799,0.8889,0.57994,0.50225,9.0,25.272,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6364,0.1818,0.1818,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,23.739,0.0,1.533,1.533,588.865,271.484,763.909
215,2026-05-12T21:41:24.826396+00:00,instagram,ISL,15.864,23.978,15.864,0.8956,0.1044,18.386,29.575,0.6166,0.3834,0.2071,0.1066,0,0.9667,0.0167,0.0167,0.957,0.5333,-0.05428,-0.10734,0,0.9667,0.0167,0.0167,0.627,0.4167,-0.03735,-0.09391,0,0.6364,0.1818,0.1818,6.273,0.8889,0.42727,0.3925,7.856,26.243,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.645,0.1775,0.1775,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,25.854,0.0,0.389,0.389,588.865,271.873,764.297
216,2026-05-12T21:41:34.852181+00:00,instagram,ISL,13.663,19.398,13.663,0.9002,0.0998,16.198,24.987,0.6067,0.3933,0.2111,0.1055,0,0.9667,0.0167,0.0167,0.612,0.5333,-0.08882,-0.18217,0,0.9667,0.0167,0.0167,0.418,0.4167,-0.05817,-0.15035,0,0.645,0.1775,0.1775,5.767,0.8889,0.37668,0.3533,6.797,22.995,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6539,0.1731,0.173,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,23.666,0.0,0.0,0.0,588.865,271.873,764.297
217,2026-05-12T21:41:44.877770+00:00,instagram,ISL,16.219,25.836,16.219,0.9049,0.0951,18.769,31.419,0.626,0.374,0.2159,0.1044,0,0.9667,0.0167,0.0167,0.622,0.5333,-0.08782,-0.17991,0,0.9667,0.0167,0.0167,0.371,0.4167,-0.06291,-0.16368,0,0.6539,0.1731,0.173,6.855,0.8889,0.48554,0.43582,7.848,26.617,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.662,0.169,0.169,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,26.237,0.0,0.381,0.381,588.865,272.254,764.678
218,2026-05-12T21:41:54.901650+00:00,instagram,ISL,13.977,22.895,13.977,0.9092,0.0908,16.546,28.473,0.6325,0.3675,0.2216,0.1035,0,0.9667,0.0167,0.0167,0.695,0.5333,-0.08047,-0.16356,0,0.9667,0.0167,0.0167,0.599,0.4167,-0.04012,-0.10126,0,0.662,0.169,0.169,5.334,0.8889,0.33338,0.31849,6.628,23.174,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.671,0.1645,0.1645,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,24.014,0.0,0.0,0.0,588.865,272.254,764.678
219,2026-05-12T21:42:04.935444+00:00,instagram,GND,15.837,21.199,21.199,0.9142,0.0858,18.428,26.771,0.5923,0.4077,0.2281,0.1027,1,0.9667,0.0167,0.0167,0.526,0.381,0.00262,0.00684,0,0.9667,0.0167,0.0167,0.082,0.1786,-0.02177,-0.12999,0,0.8111,0.1329,0.056,0.157,0.2286,-0.02434,-0.11261,0.765,27.536,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.671,0.1645,0.1645,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,25.896,8.343,0.035,1.64,597.208,272.288,766.318
220,2026-05-12T21:42:14.943966+00:00,instagram,ISL,19.665,14.605,19.665,0.9174,0.0826,22.281,20.173,0.4752,0.5248,0.2354,0.102,0,0.9667,0.0167,0.0167,2.054,0.5333,0.05536,0.09876,0,0.9667,0.0167,0.0167,0.843,0.4167,-0.01574,-0.0385,0,0.671,0.1645,0.1645,5.671,0.8889,0.36713,0.34573,8.567,30.848,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6796,0.1602,0.1602,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,20.903,2.108,1.1,9.945,599.316,273.388,776.263
221,2026-05-12T21:42:24.949102+00:00,instagram,ISL,21.122,22.622,21.122,0.9165,0.0835,23.766,28.186,0.5425,0.4575,0.2435,0.1014,0,0.9667,0.0167,0.0167,0.596,0.5333,-0.09042,-0.18578,0,0.9667,0.0167,0.0167,0.469,0.4167,-0.05312,-0.13638,0,0.6796,0.1602,0.1602,5.83,0.8889,0.38303,0.35831,6.895,30.661,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.688,0.156,0.156,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,28.917,0.0,0.0,1.744,599.316,273.388,778.008
222,2026-05-12T21:42:34.978081+00:00,instagram,ISL,8.076,14.627,8.076,0.9177,0.0823,10.751,20.188,0.6525,0.3475,0.2524,0.1009,0,0.9667,0.0167,0.0167,2.055,0.5333,0.05551,0.09902,0,0.9667,0.0167,0.0167,0.335,0.4167,-0.06654,-0.174,0,0.688,0.156,0.156,6.418,0.8889,0.44183,0.4035,8.808,19.559,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6959,0.1521,0.152,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,18.219,0.0,1.34,1.34,599.316,274.729,779.348
223,2026-05-12T21:42:44.993103+00:00,instagram,ISL,13.963,14.262,13.963,0.9262,0.0738,16.674,19.82,0.5431,0.4569,0.2621,0.1005,0,0.9667,0.0167,0.0167,0.661,0.5333,-0.0839,-0.17116,0,0.9667,0.0167,0.0167,0.513,0.4167,-0.04869,-0.12427,0,0.6959,0.1521,0.152,5.589,0.8889,0.3589,0.33916,6.763,23.437,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7042,0.1479,0.1479,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,20.551,0.0,0.0,2.886,599.316,274.729,782.234
224,2026-05-12T21:42:55.021308+00:00,instagram,ISL,15.343,20.761,15.343,0.9278,0.0722,18.092,26.318,0.5926,0.4074,0.2724,0.1002,0,0.9667,0.0167,0.0167,0.803,0.5333,-0.06969,-0.14004,0,0.9667,0.0167,0.0167,0.6,0.4167,-0.03996,-0.10081,0,0.7042,0.1479,0.1479,6.85,0.8889,0.485,0.43542,8.253,26.346,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7116,0.1442,0.1442,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,25.56,0.0,0.786,0.786,599.316,275.515,783.02
225,2026-05-12T21:43:05.060803+00:00,instagram,ISL,13.401,22.993,13.401,0.9306,0.0694,16.192,28.549,0.6381,0.3619,0.2835,0.1001,0,0.9667,0.0167,0.0167,0.841,0.5333,-0.06595,-0.132,0,0.9667,0.0167,0.0167,0.306,0.4167,-0.06938,-0.18212,0,0.7116,0.1442,0.1442,6.159,0.8889,0.41593,0.38385,7.306,23.498,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7193,0.1404,0.1403,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,23.66,0.0,0.0,0.0,599.316,275.515,783.02
226,2026-05-12T21:43:15.084202+00:00,instagram,ISL,10.022,22.126,10.022,0.9347,0.0653,12.86,27.682,0.6828,0.3172,0.2952,0.1,0,0.9667,0.0167,0.0167,1.06,0.5333,-0.04397,-0.08604,0,0.9667,0.0167,0.0167,0.89,0.4167,-0.01097,-0.02667,0,0.7193,0.1404,0.1403,5.511,0.8889,0.35112,0.3329,7.462,20.322,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7273,0.1364,0.1363,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,20.328,0.0,0.0,0.0,599.316,275.515,783.02
227,2026-05-12T21:43:25.094171+00:00,instagram,ISL,15.48,26.478,15.48,0.9409,0.0591,18.368,32.034,0.6356,0.3644,0.3075,0.1001,0,0.9667,0.0167,0.0167,0.823,0.5333,-0.06767,-0.13568,0,0.9667,0.0167,0.0167,0.385,0.4167,-0.06155,-0.15983,0,0.7273,0.1364,0.1363,5.292,0.8889,0.32918,0.31505,6.5,24.868,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7353,0.1324,0.1324,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,25.836,0.0,0.0,0.0,599.316,275.515,783.02
228,2026-05-12T21:43:35.119692+00:00,instagram,ISL,16.167,26.003,16.167,0.9439,0.0561,19.11,31.56,0.6229,0.3771,0.3205,0.1002,0,0.9667,0.0167,0.0167,1.966,0.5333,0.04662,0.0838,0,0.9667,0.0167,0.0167,0.666,0.4167,-0.03342,-0.08361,0,0.7353,0.1324,0.1324,7.621,0.8889,0.56206,0.49,10.253,29.363,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7418,0.1291,0.1291,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,26.578,0.0,2.785,2.785,599.316,278.3,785.805
229,2026-05-12T21:43:45.150148+00:00,instagram,ISL,13.096,22.686,13.096,0.9465,0.0535,16.099,28.244,0.6369,0.3631,0.334,0.1005,0,0.9667,0.0167,0.0167,1.266,0.5333,-0.02337,-0.0448,0,0.9667,0.0167,0.0167,0.97,0.4167,-0.00302,-0.00727,0,0.7418,0.1291,0.1291,6.293,0.8889,0.42931,0.39405,8.529,24.628,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7489,0.1255,0.1255,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,23.567,0.0,1.062,1.062,599.316,279.361,786.867
230,2026-05-12T21:43:55.195687+00:00,instagram,ISL,10.597,22.182,10.597,0.9497,0.0503,13.664,27.743,0.67,0.33,0.348,0.1009,0,0.9667,0.0167,0.0167,0.885,0.5333,-0.06152,-0.12257,0,0.9667,0.0167,0.0167,0.668,0.4167,-0.03319,-0.083,0,0.7489,0.1255,0.1255,7.12,0.8889,0.51202,0.45491,8.673,22.337,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7555,0.1223,0.1222,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,21.132,0.0,1.206,1.206,599.316,280.567,788.072
231,2026-05-12T21:44:05.248117+00:00,instagram,ISL,16.729,25.897,16.729,0.954,0.046,19.866,31.461,0.613,0.387,0.3625,0.1014,0,0.9667,0.0167,0.0167,1.255,0.5333,-0.02447,-0.04696,0,0.9667,0.0167,0.0167,1.011,0.4167,0.0011,0.00264,0,0.7555,0.1223,0.1222,5.332,0.8889,0.33317,0.31832,7.598,27.464,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7629,0.1186,0.1186,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,27.334,0.0,0.13,0.13,599.316,280.697,788.203
232,2026-05-12T21:44:15.241886+00:00,instagram,ISL,14.385,22.585,14.385,0.9559,0.0441,17.597,28.153,0.6154,0.3846,0.3775,0.102,0,0.9667,0.0167,0.0167,2.41,0.5333,0.09095,0.15746,0,0.9667,0.0167,0.0167,0.587,0.4167,-0.04133,-0.10446,0,0.7629,0.1186,0.1186,5.771,0.8889,0.37709,0.35363,8.767,26.364,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7699,0.1151,0.1151,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,25.065,0.0,1.3,1.3,599.316,281.997,789.502
233,2026-05-12T21:44:25.248881+00:00,instagram,ISL,8.631,20.304,8.631,0.958,0.042,11.924,25.876,0.6845,0.3155,0.3928,0.1027,0,0.9667,0.0167,0.0167,0.547,0.5333,-0.09532,-0.19691,0,0.9667,0.0167,0.0167,0.411,0.4167,-0.05887,-0.15231,0,0.7699,0.1151,0.1151,5.481,0.8889,0.3481,0.33046,6.439,18.363,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7769,0.1116,0.1116,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,19.392,0.0,0.0,0.0,599.316,281.997,789.502
234,2026-05-12T21:44:35.267209+00:00,instagram,ISL,20.047,24.101,20.047,0.9625,0.0375,23.429,29.678,0.5588,0.4412,0.4085,0.1035,0,0.9667,0.0167,0.0167,0.601,0.5333,-0.08988,-0.18456,0,0.9667,0.0167,0.0167,0.349,0.4167,-0.06512,-0.16995,0,0.7769,0.1116,0.1116,5.749,0.8889,0.37493,0.35192,6.699,30.128,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7836,0.1082,0.1082,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,30.408,0.0,0.0,0.0,599.316,281.997,789.502
235,2026-05-12T21:44:45.280817+00:00,instagram,ISL,17.051,25.986,17.051,0.9633,0.0367,20.526,31.569,0.606,0.394,0.4246,0.1044,0,0.9667,0.0167,0.0167,0.608,0.5333,-0.08919,-0.183,0,0.9667,0.0167,0.0167,0.856,0.4167,-0.0144,-0.03518,0,0.7836,0.1082,0.1082,5.781,0.8889,0.3781,0.35442,7.245,27.771,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7901,0.105,0.1049,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,27.994,0.0,0.0,0.0,599.316,281.997,789.502
236,2026-05-12T21:44:55.303830+00:00,instagram,ISL,10.775,21.034,10.775,0.9647,0.0353,14.352,26.623,0.6497,0.3503,0.4409,0.1055,0,0.9667,0.0167,0.0167,1.002,0.5333,-0.04981,-0.09806,0,0.9667,0.0167,0.0167,0.54,0.4167,-0.04604,-0.11709,0,0.7901,0.105,0.1049,6.292,0.8889,0.42919,0.39396,7.833,22.186,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7962,0.1019,0.1019,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,21.82,0.0,0.366,0.366,599.316,282.363,789.868
237,2026-05-12T21:45:05.328160+00:00,instagram,ISL,14.913,23.706,14.913,0.9673,0.0327,18.599,29.303,0.6117,0.3883,0.4574,0.1066,0,0.9667,0.0167,0.0167,1.151,0.5333,-0.03488,-0.06763,0,0.9667,0.0167,0.0167,0.716,0.4167,-0.02836,-0.07048,0,0.7962,0.1019,0.1019,6.394,0.8889,0.43937,0.40166,8.261,26.861,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8022,0.0989,0.0989,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,26.067,0.0,0.794,0.794,599.316,283.157,790.662
238,2026-05-12T21:45:15.348410+00:00,instagram,ISL,16.076,20.928,16.076,0.9688,0.0312,19.879,26.532,0.5717,0.4283,0.4742,0.1079,0,0.9667,0.0167,0.0167,1.997,0.5333,0.04974,0.08917,0,0.9667,0.0167,0.0167,0.769,0.4167,-0.02312,-0.0571,0,0.8022,0.0989,0.0989,5.575,0.8889,0.35751,0.33804,8.341,28.22,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8084,0.0958,0.0958,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,27.263,0.0,0.874,0.958,599.316,284.03,791.619
