ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,trgsat_bg,tn_bg,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
171,2026-05-12T21:34:03.871053+00:00,instagram,GND,20.119,26.239,26.239,0.5145,0.4855,26.519,32.89,0.5536,0.4464,0.6875,0.2483,0,0.9667,0.0167,0.0167,0.122,0.2286,-0.0378,-0.18078,0,0.9667,0.0167,0.0167,0.168,0.1786,-0.01316,-0.07654,0,0.4543,0.3014,0.2443,0.23,0.2286,-0.01703,-0.07742,0.52,33.411,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.3493,0.3254,0.3254,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.4872,0.2896,0.2232,33.621,6.371,0.0,0.0,507.902,249.247,697.171
174,2026-05-12T21:34:33.951453+00:00,instagram,GND,19.309,20.707,20.707,0.5389,0.4611,24.888,27.235,0.5225,0.4775,0.6415,0.2342,0,0.9667,0.0167,0.0167,0.327,0.2286,-0.01731,-0.07877,0,0.9667,0.0167,0.0167,0.129,0.1786,-0.01712,-0.10077,0,0.4872,0.2896,0.2232,0.189,0.2286,-0.02115,-0.09708,0.644,27.88,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.3673,0.3164,0.3164,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5212,0.2763,0.2026,27.966,2.348,0.0,0.0,510.25,249.469,697.392
176,2026-05-12T21:34:53.993936+00:00,instagram,GND,21.363,25.211,25.211,0.5509,0.4491,26.48,31.663,0.5446,0.4554,0.6091,0.225,0,0.9667,0.0167,0.0167,0.074,0.2286,-0.0426,-0.20623,0,0.9667,0.0167,0.0167,0.051,0.1786,-0.02487,-0.15,2,0.5212,0.2763,0.2026,0.747,0.5714,0.03466,0.05888,0.872,32.535,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.3758,0.3121,0.3121,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5522,0.2632,0.1847,32.393,5.183,0.141,0.141,515.434,250.534,698.457
179,2026-05-12T21:35:24.031720+00:00,instagram,GND,15.687,20.923,20.923,0.5767,0.4233,20.222,27.266,0.5742,0.4258,0.559,0.2117,0,0.9667,0.0167,0.0167,0.155,0.2286,-0.03454,-0.16385,0,0.9667,0.0167,0.0167,0.131,0.1786,-0.01691,-0.09951,0,0.5522,0.2632,0.1847,0.257,0.2286,-0.01425,-0.06439,0.543,27.809,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.393,0.3035,0.3035,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5834,0.2499,0.1668,27.689,7.044,0.0,0.119,522.478,251.351,701.851
182,2026-05-12T21:35:54.111846+00:00,instagram,GND,11.333,19.857,19.857,0.5926,0.4074,15.398,26.098,0.6289,0.3711,0.508,0.1989,0,0.9667,0.0167,0.0167,0.285,0.2286,-0.02152,-0.0989,0,0.9667,0.0167,0.0167,0.14,0.1786,-0.01598,-0.09376,0,0.5834,0.2499,0.1668,0.26,0.2286,-0.01396,-0.06303,0.685,26.783,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.4107,0.2946,0.2946,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6137,0.2363,0.15,22.866,10.7,0.0,3.917,533.177,252.12,712.88
187,2026-05-12T21:36:44.224828+00:00,instagram,GND,25.317,26.065,26.065,0.6584,0.3416,28.793,32.154,0.5276,0.4724,0.4246,0.1789,0,0.9667,0.0167,0.0167,0.17,0.2286,-0.03296,-0.15573,0,0.9667,0.0167,0.0167,0.058,0.1786,-0.02421,-0.14568,0,0.6137,0.2363,0.15,0.344,0.2286,-0.0056,-0.02478,0.572,32.726,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.4485,0.2757,0.2757,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.641,0.2239,0.1352,32.885,3.361,0.0,0.0,536.539,252.176,712.937
188,2026-05-12T21:36:54.238679+00:00,instagram,GND,14.993,14.885,14.885,0.6602,0.3398,18.374,20.946,0.5327,0.4673,0.4085,0.1751,0,0.9667,0.0167,0.0167,0.185,0.2286,-0.03153,-0.14846,0,0.9667,0.0167,0.0167,0.09,0.1786,-0.02101,-0.12517,1,0.641,0.2239,0.1352,0.359,0.381,-0.00407,-0.01073,0.634,21.58,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.4485,0.2757,0.2757,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6683,0.2112,0.1205,21.677,2.572,0.0,0.0,539.111,252.176,712.937
192,2026-05-12T21:37:34.347036+00:00,instagram,GND,26.229,22.355,22.355,0.7124,0.2876,29.297,28.313,0.4915,0.5085,0.348,0.1608,0,0.9667,0.0167,0.0167,0.144,0.2286,-0.0356,-0.1693,0,0.9667,0.0167,0.0167,0.194,0.1786,-0.01058,-0.0611,0,0.6683,0.2112,0.1205,0.167,0.2286,-0.02331,-0.10758,0.505,28.818,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.478,0.261,0.261,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.6975,0.196,0.1064,29.043,0.0,0.0,0.0,539.111,256.466,717.227
193,2026-05-12T21:37:44.370874+00:00,instagram,GND,20.218,25.699,25.699,0.7119,0.2881,23.22,31.633,0.5767,0.4233,0.334,0.1574,0,0.9667,0.0167,0.0167,0.102,0.2286,-0.03983,-0.19145,0,0.9667,0.0167,0.0167,0.44,0.1786,0.01403,0.07566,2,0.6975,0.196,0.1064,0.83,0.5714,0.043,0.07256,1.372,33.005,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.478,0.261,0.261,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7226,0.1826,0.0948,30.688,8.412,0.642,2.317,547.523,257.108,719.544
196,2026-05-12T21:38:14.441480+00:00,instagram,GND,20.125,25.804,25.804,0.7486,0.2514,22.963,31.671,0.5797,0.4203,0.2952,0.1477,0,0.9667,0.0167,0.0167,0.325,0.2286,-0.01751,-0.07969,0,0.9667,0.0167,0.0167,0.234,0.1786,-0.00658,-0.03755,0,0.7226,0.1826,0.0948,0.25,0.2286,-0.01495,-0.06765,0.81,32.481,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.497,0.2515,0.2515,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7469,0.1695,0.0837,30.43,8.708,0.079,2.05,557.743,258.733,731.389
197,2026-05-12T21:38:24.461226+00:00,instagram,GND,20.038,24.1,24.1,0.7538,0.2462,22.83,29.946,0.5674,0.4326,0.2835,0.1447,0,0.9667,0.0167,0.0167,0.123,0.2286,-0.03768,-0.18016,0,0.9667,0.0167,0.0167,0.155,0.1786,-0.01449,-0.08464,1,0.7469,0.1695,0.0837,0.303,0.381,-0.00969,-0.02576,0.581,30.527,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.497,0.2515,0.2515,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7683,0.1581,0.0736,30.297,7.116,0.0,0.23,564.859,258.733,731.619
203,2026-05-12T21:39:24.626922+00:00,instagram,GND,13.138,23.718,23.718,0.8101,0.1899,15.729,29.455,0.6519,0.3481,0.2281,0.1284,0,0.9667,0.0167,0.0167,0.146,0.2286,-0.03544,-0.16848,0,0.9667,0.0167,0.0167,0.295,0.1786,-0.00048,-0.0027,0,0.7683,0.1581,0.0736,0.164,0.2286,-0.02365,-0.10922,0.604,30.059,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5462,0.2269,0.2269,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.7912,0.1447,0.0641,23.197,13.725,0.0,6.862,578.585,258.775,738.522
206,2026-05-12T21:39:54.688914+00:00,instagram,GND,7.256,14.38,14.38,0.829,0.171,9.791,20.072,0.6721,0.3279,0.2111,0.1216,0,0.9667,0.0167,0.0167,0.111,0.2286,-0.03893,-0.18673,0,0.9667,0.0167,0.0167,0.492,0.1786,0.01917,0.10198,0,0.7912,0.1447,0.0641,0.228,0.2286,-0.01721,-0.0783,0.83,20.902,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.5649,0.2175,0.2175,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8111,0.1329,0.056,17.259,10.281,0.1,3.643,588.865,259.444,744.755
219,2026-05-12T21:42:04.935444+00:00,instagram,GND,15.837,21.199,21.199,0.9142,0.0858,18.428,26.771,0.5923,0.4077,0.2281,0.1027,1,0.9667,0.0167,0.0167,0.526,0.381,0.00262,0.00684,0,0.9667,0.0167,0.0167,0.082,0.1786,-0.02177,-0.12999,0,0.8111,0.1329,0.056,0.157,0.2286,-0.02434,-0.11261,0.765,27.536,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.671,0.1645,0.1645,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8306,0.1209,0.0485,25.896,8.343,0.035,1.64,597.208,272.288,766.318
247,2026-05-12T21:46:45.504691+00:00,browsing,GND,12.755,22.441,22.441,0.9421,0.0579,18.094,28.148,0.6087,0.3913,0.6254,0.1238,0,0.9667,0.0167,0.0167,0.372,0.2057,-0.01277,-0.05749,0,0.9667,0.0167,0.0167,0.075,0.1607,-0.02252,-0.13483,2,0.8324,0.1185,0.0492,1.143,0.3536,0.07434,0.17331,1.59,29.738,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8867,0.0957,0.0176,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8586,0.1025,0.0389,20.781,10.053,0.96,8.958,611.401,293.202,812.876
251,2026-05-12T21:47:25.630281+00:00,browsing,GND,14.902,21.952,21.952,0.9518,0.0482,21.302,27.722,0.5655,0.4345,0.6875,0.1335,0,0.9667,0.0167,0.0167,0.253,0.2057,-0.02466,-0.11417,0,0.9667,0.0167,0.0167,0.224,0.1607,-0.00758,-0.0434,0,0.8586,0.1025,0.0389,0.315,0.1414,-0.00855,-0.05592,0.792,28.515,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.902,0.0814,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8769,0.0911,0.032,23.989,6.42,0.161,4.526,617.821,294.349,818.388
273,2026-05-12T21:51:06.159415+00:00,mixed,GND,11.967,21.171,21.171,0.8643,0.1357,25.144,27.514,0.5225,0.4775,0.8482,0.2117,0,0.9667,0.0167,0.0167,0.12,0.1829,-0.03795,-0.18158,0,0.9667,0.0167,0.0167,0.132,0.1429,-0.01684,-0.09906,0,0.9309,0.0524,0.0167,0.066,0.1371,-0.03336,-0.21643,0.318,27.832,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8532,0.124,0.0227,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9393,0.044,0.0167,27.783,2.37,0.0,0.049,628.414,302.203,840.338
278,2026-05-12T21:51:56.282222+00:00,mixed,GND,8.975,16.893,16.893,0.8668,0.1332,20.631,23.422,0.5317,0.4683,0.8284,0.2342,0,0.9667,0.0167,0.0167,0.232,0.1829,-0.02676,-0.1245,0,0.9667,0.0167,0.0167,0.228,0.1429,-0.00719,-0.04111,0,0.9393,0.044,0.0167,0.157,0.1371,-0.02425,-0.15255,0.618,24.04,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8752,0.1079,0.0169,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9456,0.0377,0.0167,23.27,2.791,0.0,0.77,634.418,309.649,855.767
283,2026-05-12T21:52:46.430444+00:00,mixed,GND,15.759,25.848,25.848,0.8759,0.1241,25.19,32.586,0.564,0.436,0.7879,0.258,0,0.9667,0.0167,0.0167,0.182,0.1829,-0.03181,-0.14988,0,0.9667,0.0167,0.0167,0.801,0.1429,0.05005,0.2471,1,0.9456,0.0377,0.0167,0.22,0.2286,-0.01799,-0.06502,1.203,33.788,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.89,0.0933,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9506,0.0328,0.0167,27.829,7.396,0.564,5.959,641.814,311.884,863.802
290,2026-05-12T21:53:56.592176+00:00,browsing,GND,11.82,22.736,22.736,0.968,0.032,18.532,29.807,0.6166,0.3834,0.702,0.2929,0,0.9667,0.0167,0.0167,0.467,0.2057,-0.00331,-0.01458,0,0.9667,0.0167,0.0167,0.222,0.1607,-0.00782,-0.04477,0,0.8769,0.0911,0.032,0.094,0.1414,-0.03064,-0.21686,0.782,30.59,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9575,0.0258,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8985,0.0765,0.025,21.218,11.275,0.152,9.371,653.089,322.275,883.413
298,2026-05-12T21:55:16.893810+00:00,browsing,GND,1.934,15.28,15.28,0.975,0.025,6.65,22.791,0.7741,0.2259,0.5758,0.3343,0,0.9667,0.0167,0.0167,0.481,0.2057,-0.00193,-0.00846,0,0.9667,0.0167,0.0167,0.519,0.1607,0.02189,0.11565,0,0.8985,0.0765,0.025,0.151,0.1414,-0.02488,-0.17237,1.151,23.942,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9653,0.018,0.0167,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9153,0.0651,0.0197,9.336,16.141,0.52,14.606,669.231,325.009,900.233
316,2026-05-12T21:58:17.253988+00:00,instagram,GND,14.58,14.476,14.476,0.9723,0.0277,17.417,23.206,0.5713,0.4287,0.2952,0.4273,2,0.9667,0.0167,0.0167,2.344,0.7619,0.18439,0.21673,0,0.9667,0.0167,0.0167,0.278,0.1786,-0.00221,-0.01244,1,0.8306,0.1209,0.0485,0.398,0.381,-0.00016,-0.00041,3.02,26.227,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8208,0.0896,0.0896,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8464,0.1113,0.0422,23.937,5.789,2.29,2.29,675.02,334.379,910.602
345,2026-05-12T22:03:07.947049+00:00,instagram,GND,20.197,26.06,26.06,0.9755,0.0245,22.988,37.15,0.6177,0.3823,0.2835,0.5491,0,0.9667,0.0167,0.0167,0.222,0.2286,-0.02784,-0.1299,0,0.9667,0.0167,0.0167,0.09,0.1786,-0.02097,-0.12493,0,0.8464,0.1113,0.0422,0.284,0.2286,-0.01162,-0.05218,0.596,37.746,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.9327,0.0336,0.0336,0.9667,0.0167,0.0167,0.9667,0.0167,0.0167,0.8611,0.1021,0.0368,30.456,14.162,0.0,7.29,689.181,346.823,935.757
