ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,trgsat_bg,tn_bg,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,on_amf_B0,on_amf_B1,on_amf_B2,on_smf_B0,on_smf_B1,on_smf_B2,on_upf_B0,on_upf_B1,on_upf_B2,gnd_amf_B0,gnd_amf_B1,gnd_amf_B2,gnd_smf_B0,gnd_smf_B1,gnd_smf_B2,gnd_upf_B0,gnd_upf_B1,gnd_upf_B2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
24,2026-05-14T17:31:41.847333+00:00,browsing,GND,13.759,28.644,28.644,0.458,0.542,37.07,38.005,0.5062,0.4938,0.8284,0.4658,0,0.5955,0.2568,0.1477,0.145,0.3103,-0.03555,-0.1693,0,0.6942,0.1936,0.1122,0.22,0.259,-0.00805,-0.04613,2,0.8273,0.1145,0.0582,0.489,0.2755,0.00892,0.02872,0.853,38.858,0.5901,0.2419,0.168,0.4996,0.3046,0.1958,0.3505,0.314,0.3355,0.6241,0.2433,0.1325,0.7234,0.1789,0.0977,0.8713,0.0884,0.0402,1.0071,0.9955,0.9774,1.0016,0.9989,0.9848,1.0016,0.9968,1.0011,1.0014,1.0011,0.9983,1.0004,0.9994,0.9976,1.0007,1.0006,0.9998,38.594,0.934,0.264,0.264,66.248,25.384,104.265
25,2026-05-14T17:31:47.862440+00:00,browsing,GND,32.203,31.612,31.612,0.4571,0.5429,56.313,41.054,0.4216,0.5784,0.8341,0.4704,0,0.6241,0.2433,0.1325,0.349,0.3074,-0.01508,-0.06834,2,0.7234,0.1789,0.0977,1.192,0.4449,0.08921,0.19714,2,0.8713,0.0884,0.0402,0.484,0.2755,0.00843,0.02714,2.026,43.08,0.5901,0.2419,0.168,0.4996,0.3046,0.1958,0.3505,0.314,0.3355,0.6461,0.2335,0.1204,0.7522,0.1643,0.0835,0.9052,0.0674,0.0274,1.0071,0.9955,0.9774,1.0016,0.9989,0.9848,1.0016,0.9968,1.0011,1.0015,1.0012,0.9981,1.0004,0.9994,0.997,1.0008,1.0007,0.9997,41.643,0.0,1.437,1.437,66.248,26.821,105.702
31,2026-05-14T17:32:23.905326+00:00,gaming,GND,19.889,31.698,31.698,0.4976,0.5024,46.556,41.637,0.4721,0.5279,0.85,0.4969,0,0.6461,0.2335,0.1204,0.394,0.1719,-0.01059,-0.04751,1,0.7522,0.1643,0.0835,0.306,0.1218,0.00063,0.00221,2,0.3333,0.3333,0.3333,0.185,0.1469,-0.02152,-0.06038,0.885,42.522,0.7031,0.188,0.1089,0.5803,0.2749,0.1448,0.4221,0.2985,0.2794,0.6657,0.2245,0.1098,0.7779,0.1501,0.072,0.7676,0.1324,0.1,1.0125,0.9967,0.9699,1.0038,0.9993,0.9784,1.0024,1.0021,0.9989,1.0015,1.0013,0.998,1.0005,0.9994,0.9969,1.0001,1.0001,1.0002,42.132,0.0,0.391,0.391,133.136,33.785,187.092
32,2026-05-14T17:32:29.911062+00:00,gaming,GND,42.302,29.051,29.051,0.4944,0.5056,68.89,39.074,0.3619,0.6381,0.8496,0.5011,0,0.6657,0.2245,0.1098,0.394,0.168,-0.01061,-0.04762,0,0.7779,0.1501,0.072,0.354,0.1427,0.0054,0.02978,0,0.7676,0.1324,0.1,0.139,0.0229,-0.02615,-0.61189,0.886,39.961,0.7031,0.188,0.1089,0.5803,0.2749,0.1448,0.4221,0.2985,0.2794,0.6846,0.2154,0.1,0.7972,0.1396,0.0632,0.924,0.0486,0.0275,1.0125,0.9967,0.9699,1.0038,0.9993,0.9784,1.0024,1.0021,0.9989,1.0016,1.0014,0.998,1.0005,0.9994,0.9967,1.0002,1.0002,1.0002,39.568,0.0,0.393,0.393,133.136,34.178,187.484
34,2026-05-14T17:32:41.934773+00:00,gaming,GND,43.347,36.571,36.571,0.4746,0.5254,69.321,46.762,0.4028,0.5972,0.846,0.5094,2,0.6846,0.2154,0.1,0.285,0.2624,-0.02147,-0.04801,0,0.7972,0.1396,0.0632,0.201,0.1352,-0.00993,-0.05722,0,0.924,0.0486,0.0275,0.035,0.0229,-0.03652,-1.01978,0.521,47.283,0.7246,0.1765,0.099,0.5948,0.2689,0.1362,0.5172,0.2569,0.2259,0.7058,0.2038,0.0903,0.8189,0.1269,0.0542,0.9667,0.0167,0.0167,1.014,0.9975,0.97,1.0042,0.9996,0.9775,1.0047,1.0038,0.9975,1.0017,1.0015,0.9982,1.0005,0.9994,0.9966,1.0003,1.0003,1.0002,47.254,0.0,0.029,0.029,160.717,37.665,219.347
36,2026-05-14T17:32:53.947302+00:00,gaming,GND,17.798,21.568,21.568,0.4611,0.5389,42.631,31.926,0.4282,0.5718,0.8389,0.5173,0,0.7058,0.2038,0.0903,0.285,0.1514,-0.02148,-0.09889,1,0.8189,0.1269,0.0542,0.672,0.1294,0.03721,0.12233,0,0.9667,0.0167,0.0167,0.021,0.0229,-0.03795,-1.09159,0.978,32.904,0.7392,0.169,0.0918,0.6125,0.2599,0.1276,0.6079,0.2148,0.1774,0.7256,0.1932,0.0812,0.8408,0.1128,0.0464,0.9667,0.0167,0.0167,1.0147,0.9983,0.9702,1.005,0.9998,0.9773,1.007,1.0055,0.9964,1.0018,1.0016,0.9981,1.0006,0.9992,0.9964,1.0004,1.0004,1.0002,32.416,0.0,0.487,0.487,168.383,38.153,228.255
37,2026-05-14T17:32:59.955027+00:00,gaming,GND,30.045,28.93,28.93,0.4498,0.5502,54.155,39.371,0.421,0.579,0.8341,0.5211,0,0.7256,0.1932,0.0812,0.208,0.1472,-0.02919,-0.13694,0,0.8408,0.1128,0.0464,0.067,0.1239,-0.02329,-0.13986,0,0.9667,0.0167,0.0167,0.038,0.0229,-0.03621,-1.00525,0.313,39.684,0.7392,0.169,0.0918,0.6125,0.2599,0.1276,0.6079,0.2148,0.1774,0.7462,0.1814,0.0724,0.8616,0.0997,0.0387,0.9667,0.0167,0.0167,1.0147,0.9983,0.9702,1.005,0.9998,0.9773,1.007,1.0055,0.9964,1.002,1.0017,0.9981,1.0006,0.9992,0.9963,1.0005,1.0004,1.0002,39.861,0.0,0.0,0.0,168.383,38.153,228.255
39,2026-05-14T17:33:11.965993+00:00,gaming,GND,30.01,21.999,21.999,0.4372,0.5628,52.469,32.606,0.3833,0.6167,0.8219,0.5286,0,0.7462,0.1814,0.0724,0.109,0.139,-0.03913,-0.1882,0,0.8616,0.0997,0.0387,0.084,0.1165,-0.02158,-0.12888,0,0.9667,0.0167,0.0167,0.057,0.0229,-0.03431,-0.91834,0.25,32.856,0.7599,0.1573,0.0828,0.6304,0.248,0.1216,0.723,0.156,0.121,0.768,0.1683,0.0637,0.8796,0.0881,0.0323,0.9667,0.0167,0.0167,1.0163,0.999,0.9703,1.0054,0.9987,0.9771,1.0105,1.0072,0.9953,1.0022,1.0018,0.998,1.0007,0.9992,0.9962,1.0006,1.0005,1.0001,33.094,0.0,0.0,0.0,173.43,39.592,235.639
41,2026-05-14T17:33:23.973984+00:00,gaming,GND,29.056,26.038,26.038,0.4151,0.5849,49.723,36.809,0.4254,0.5746,0.8065,0.5358,0,0.768,0.1683,0.0637,0.229,0.1309,-0.02715,-0.12674,0,0.8796,0.0881,0.0323,0.211,0.1093,-0.00892,-0.05127,0,0.9667,0.0167,0.0167,0.04,0.0229,-0.03601,-0.99574,0.479,37.288,0.7791,0.1463,0.0746,0.6423,0.2423,0.1153,0.7703,0.1329,0.0968,0.7858,0.1576,0.0566,0.8932,0.0793,0.0275,0.9667,0.0167,0.0167,1.0178,0.9997,0.9704,1.0057,0.9988,0.977,1.0118,1.0089,0.9942,1.0023,1.0019,0.998,1.0008,0.9992,0.996,1.0007,1.0006,1.0001,37.295,0.0,0.0,0.0,191.218,39.787,254.569
43,2026-05-14T17:33:36.045008+00:00,gaming,GND,22.117,25.594,25.594,0.4065,0.5935,40.979,36.526,0.4713,0.5287,0.7879,0.5426,0,0.7858,0.1576,0.0566,0.177,0.1233,-0.03234,-0.15295,0,0.8932,0.0793,0.0275,0.245,0.1025,-0.00545,-0.03105,0,0.9667,0.0167,0.0167,0.062,0.0229,-0.03382,-0.89713,0.484,37.01,0.7928,0.1384,0.0688,0.653,0.2382,0.1089,0.8411,0.0944,0.0645,0.8035,0.1466,0.0499,0.9049,0.0716,0.0234,0.9667,0.0167,0.0167,1.0187,1.0003,0.9712,1.006,0.9995,0.9768,1.0147,1.0106,0.9931,1.0025,1.002,0.9979,1.0008,0.9992,0.9959,1.0008,1.0007,1.0001,37.011,0.0,0.0,0.0,191.218,39.882,255.012
