ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,trgsat_bg,tn_bg,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
75,2026-05-12T21:18:02.219507+00:00,browsing,GND,13.993,25.807,25.807,0.5,0.5,16.881,38.306,0.6941,0.3059,0.3075,0.5999,1,0.3333,0.3333,0.3333,0.607,0.3429,0.01074,0.02779,2,0.3333,0.3333,0.3333,0.514,0.4286,0.02144,0.04404,1,0.3333,0.3333,0.3333,0.19,0.2357,-0.02103,-0.0837,1.311,39.617,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,19.568,21.424,0.681,20.049,387.95,202.192,525.336
76,2026-05-12T21:18:12.230937+00:00,browsing,GND,15.375,26.295,26.295,0.5,0.5,18.213,38.795,0.6805,0.3195,0.2952,0.6,1,0.3333,0.3333,0.3333,0.542,0.3429,0.00418,0.01091,2,0.3333,0.3333,0.3333,0.424,0.4286,0.01241,0.02572,0,0.3333,0.3333,0.3333,0.443,0.1414,0.00426,0.02676,1.408,40.204,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,20.899,20.583,0.778,19.305,408.533,202.97,544.641
77,2026-05-12T21:18:22.246318+00:00,browsing,GND,18.161,25.887,25.887,0.5,0.5,20.953,38.385,0.6469,0.3531,0.2835,0.5999,2,0.3333,0.3333,0.3333,1.621,0.6857,0.11208,0.13724,0,0.3333,0.3333,0.3333,0.067,0.1607,-0.02333,-0.14,1,0.3333,0.3333,0.3333,0.177,0.2357,-0.02228,-0.08889,1.865,40.25,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,23.639,17.433,1.234,16.611,425.966,204.204,561.252
78,2026-05-12T21:18:32.253779+00:00,browsing,GND,9.953,19.897,19.897,0.5,0.5,12.702,32.39,0.7183,0.2817,0.2724,0.5998,2,0.3333,0.3333,0.3333,2.912,0.6857,0.24122,0.27506,0,0.3333,0.3333,0.3333,0.148,0.1607,-0.01521,-0.08903,0,0.3333,0.3333,0.3333,0.174,0.1414,-0.02261,-0.15538,3.234,35.624,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,15.389,19.688,2.603,20.235,445.653,206.807,581.487
79,2026-05-12T21:18:42.274218+00:00,browsing,GND,11.402,21.047,21.047,0.5,0.5,14.113,33.532,0.7038,0.2962,0.2621,0.5995,2,0.3333,0.3333,0.3333,1.672,0.6857,0.11723,0.14311,2,0.3333,0.3333,0.3333,0.891,0.4286,0.05905,0.1169,0,0.3333,0.3333,0.3333,0.214,0.1414,-0.01856,-0.1257,2.777,36.309,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,16.799,19.419,2.146,19.51,465.073,208.953,600.997
80,2026-05-12T21:18:52.299185+00:00,browsing,ISL,22.012,21.071,22.012,0.5,0.5,24.687,33.544,0.576,0.424,0.2524,0.5991,1,0.5,0.5,0.0,1.878,0.6857,0.03782,0.04845,1,0.3333,0.3333,0.3333,1.224,0.5,0.02236,0.03946,0,0.5,0.5,0.0,0.618,0.55,-0.13823,-0.25643,3.72,28.407,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,27.373,0.0,1.033,1.033,465.073,209.986,602.031
81,2026-05-12T21:19:02.305687+00:00,browsing,GND,8.347,16.482,16.482,0.5,0.5,10.991,28.939,0.7247,0.2753,0.2435,0.5986,0,0.3333,0.3333,0.3333,0.124,0.2057,-0.03758,-0.17964,1,0.3333,0.3333,0.3333,0.327,0.2571,0.00272,0.00948,2,0.3333,0.3333,0.3333,0.209,0.3536,-0.01907,-0.04975,0.661,29.6,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,13.677,17.948,0.03,15.923,483.021,210.016,617.953
82,2026-05-12T21:19:12.330190+00:00,browsing,GND,11.033,22.689,22.689,0.5,0.5,13.649,35.128,0.7202,0.2798,0.2354,0.598,0,0.3333,0.3333,0.3333,0.066,0.2057,-0.04339,-0.21049,2,0.3333,0.3333,0.3333,1.016,0.4286,0.07157,0.14002,0,0.3333,0.3333,0.3333,0.201,0.1414,-0.01993,-0.1356,1.283,36.41,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,16.335,21.479,0.652,20.075,504.5,210.668,638.028
83,2026-05-12T21:19:22.372403+00:00,browsing,ISL,17.932,26.108,17.932,0.5,0.5,20.523,38.525,0.6524,0.3476,0.2281,0.5973,1,0.5,0.5,0.0,1.755,0.6857,0.0255,0.03292,1,0.3333,0.3333,0.3333,1.672,0.5,0.06718,0.11415,1,0.5,0.5,0.0,4.482,0.825,0.24819,0.23961,7.909,28.431,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,23.209,0.0,5.222,5.222,504.5,215.89,643.251
84,2026-05-12T21:19:32.363653+00:00,browsing,GND,15.859,20.522,20.522,0.5,0.5,18.428,32.913,0.6411,0.3589,0.2216,0.5965,0,0.3333,0.3333,0.3333,0.259,0.2057,-0.02411,-0.11147,0,0.3333,0.3333,0.3333,0.307,0.1607,0.00071,0.00395,2,0.3333,0.3333,0.3333,0.541,0.3536,0.01408,0.03521,1.107,34.02,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,21.115,14.485,0.476,12.905,518.985,216.366,656.156
85,2026-05-12T21:19:42.377148+00:00,browsing,ISL,13.068,16.18,13.068,0.5,0.5,15.619,28.543,0.6463,0.3537,0.2159,0.5956,0,0.5,0.5,0.0,1.271,0.48,-0.02285,-0.0438,2,0.3333,0.3333,0.3333,3.818,0.75,0.28176,0.29126,0,0.5,0.5,0.0,0.795,0.55,-0.12047,-0.21956,5.884,21.503,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,18.305,0.0,3.198,3.198,518.985,219.564,659.354
86,2026-05-12T21:19:52.381802+00:00,browsing,ISL,6.433,16.653,6.433,0.5,0.5,8.968,28.985,0.7637,0.2363,0.2111,0.5945,1,0.5,0.5,0.0,1.704,0.6857,0.02045,0.02649,2,0.3333,0.3333,0.3333,2.75,0.75,0.17499,0.19061,0,0.5,0.5,0.0,0.732,0.55,-0.12682,-0.2326,5.186,14.154,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,11.654,0.0,2.5,2.5,518.985,222.064,661.854
87,2026-05-12T21:20:02.398564+00:00,browsing,ISL,14.992,25.75,14.992,0.5,0.5,17.515,38.047,0.6848,0.3152,0.2071,0.5934,0,0.5,0.5,0.0,1.214,0.48,-0.02858,-0.05508,0,0.3333,0.3333,0.3333,0.546,0.375,-0.04541,-0.1154,1,0.5,0.5,0.0,4.244,0.825,0.22439,0.21896,6.004,23.519,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,20.201,0.0,3.318,3.318,518.985,225.381,665.171
88,2026-05-12T21:20:12.408639+00:00,browsing,ISL,15.967,25.373,15.967,0.5,0.5,18.479,37.632,0.6707,0.3293,0.204,0.5921,1,0.5,0.5,0.0,1.99,0.6857,0.04904,0.06238,0,0.3333,0.3333,0.3333,0.41,0.375,-0.05896,-0.15257,0,0.5,0.5,0.0,1.284,0.55,-0.0716,-0.12462,3.685,22.164,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,21.166,0.0,0.998,0.998,518.985,226.38,666.169
89,2026-05-12T21:20:22.434332+00:00,browsing,GND,14.392,23.753,23.753,0.5,0.5,16.898,35.972,0.6804,0.3196,0.2018,0.5908,0,0.3333,0.3333,0.3333,0.487,0.2057,-0.00127,-0.00559,1,0.3333,0.3333,0.3333,0.2,0.2571,-0.01004,-0.03576,1,0.3333,0.3333,0.3333,0.209,0.2357,-0.01911,-0.07578,0.896,36.868,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,19.584,19.074,0.265,17.284,538.059,226.645,683.453
90,2026-05-12T21:20:32.435431+00:00,gaming,GND,16.684,21.375,21.375,0.5,0.5,19.186,33.551,0.6362,0.3638,0.2004,0.5893,0,0.3333,0.3333,0.3333,0.148,0.0914,-0.03517,-0.16709,1,0.3333,0.3333,0.3333,0.658,0.1143,0.03577,0.11794,1,0.3333,0.3333,0.3333,0.128,0.0746,-0.02719,-0.15758,0.934,34.485,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,20.822,14.365,0.391,13.663,552.424,227.036,697.116
91,2026-05-12T21:20:42.453872+00:00,gaming,GND,12.724,22.816,22.816,0.5,0.5,15.224,34.945,0.6965,0.3035,0.2,0.5878,0,0.3333,0.3333,0.3333,0.257,0.0914,-0.02435,-0.11264,0,0.3333,0.3333,0.3333,0.331,0.0714,0.00314,0.01742,0,0.3333,0.3333,0.3333,0.14,0.0448,-0.02596,-0.2639,0.728,35.673,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,16.861,19.72,0.186,18.812,572.144,227.221,715.928
92,2026-05-12T21:20:52.465642+00:00,gaming,ISL,13.492,22.823,13.492,0.5,0.5,15.994,34.903,0.6858,0.3142,0.2004,0.5861,1,0.3333,0.3333,0.3333,0.604,0.3048,-0.08964,-0.12517,2,0.3333,0.3333,0.3333,1.066,0.3333,0.00661,0.0079,1,0.3333,0.3333,0.3333,1.902,0.2611,-0.00978,-0.0151,3.572,19.566,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,17.63,0.0,1.935,1.935,572.144,229.157,717.863
93,2026-05-12T21:21:02.482582+00:00,gaming,ISL,19.627,21.075,19.627,0.5,0.5,22.133,33.104,0.5993,0.4007,0.2018,0.5843,1,0.3333,0.3333,0.3333,0.963,0.3048,-0.05368,-0.07306,0,0.3333,0.3333,0.3333,0.742,0.1667,-0.02583,-0.06401,2,0.3333,0.3333,0.3333,1.442,0.4178,-0.05576,-0.05486,3.147,25.28,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,23.769,0.0,1.511,1.511,572.144,230.668,719.374
94,2026-05-12T21:21:12.491777+00:00,gaming,ISL,20.12,14.304,20.12,0.5,0.5,22.632,26.278,0.5373,0.4627,0.204,0.5824,1,0.3333,0.3333,0.3333,1.698,0.3048,0.01982,0.02568,1,0.3333,0.3333,0.3333,1.347,0.2222,0.03474,0.06065,2,0.3333,0.3333,0.3333,1.076,0.4178,-0.09238,-0.09261,4.122,26.754,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,24.269,0.0,2.485,2.485,572.144,233.153,721.86
95,2026-05-12T21:21:23.001621+00:00,gaming,ISL,17.398,23.408,17.398,0.5,0.5,19.921,35.326,0.6394,0.3606,0.2071,0.5805,2,0.3333,0.3333,0.3333,2.584,0.5333,0.10839,0.07816,2,0.3333,0.3333,0.3333,0.511,0.3333,-0.0489,-0.06047,0,0.3333,0.3333,0.3333,0.615,0.1741,-0.13852,-0.38318,3.71,23.63,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,21.557,0.0,2.073,2.073,572.144,235.226,723.933
96,2026-05-12T21:21:32.979114+00:00,gaming,GND,15.481,22.358,22.358,0.5,0.5,18.016,34.218,0.6551,0.3449,0.2111,0.5784,0,0.3333,0.3333,0.3333,0.209,0.0914,-0.02911,-0.13625,0,0.3333,0.3333,0.3333,0.266,0.0714,-0.00338,-0.01911,1,0.3333,0.3333,0.3333,0.09,0.0746,-0.031,-0.18175,0.565,34.783,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,19.653,16.201,0.022,15.13,588.346,235.249,739.063
97,2026-05-12T21:21:43.001646+00:00,gaming,GND,19.509,23.777,23.777,0.5,0.5,22.06,35.575,0.6172,0.3828,0.2159,0.5762,2,0.3333,0.3333,0.3333,0.47,0.3048,-0.00296,-0.0039,1,0.3333,0.3333,0.3333,0.288,0.1143,-0.00117,-0.00412,2,0.3333,0.3333,0.3333,0.053,0.1119,-0.03473,-0.13255,0.811,36.387,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,23.696,13.515,0.269,12.69,601.861,235.517,751.753
98,2026-05-12T21:21:53.006625+00:00,gaming,ISL,17.988,26.079,17.988,0.5,0.5,20.557,37.814,0.6478,0.3522,0.2216,0.5739,0,0.3333,0.3333,0.3333,0.851,0.2133,-0.06493,-0.12982,2,0.3333,0.3333,0.3333,0.698,0.3333,-0.03022,-0.03694,1,0.3333,0.3333,0.3333,1.205,0.2611,-0.07946,-0.12979,2.754,23.311,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,22.193,0.0,1.117,1.117,601.861,236.635,752.871
99,2026-05-12T21:22:03.015299+00:00,gaming,ISL,10.201,20.921,10.201,0.5,0.5,12.792,32.591,0.7181,0.2819,0.2281,0.5716,0,0.3333,0.3333,0.3333,0.865,0.2133,-0.06348,-0.12674,1,0.3333,0.3333,0.3333,0.72,0.2222,-0.028,-0.05171,2,0.3333,0.3333,0.3333,1.533,0.4178,-0.0467,-0.04574,3.118,15.91,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,14.428,0.0,1.482,1.482,601.861,238.116,754.352
100,2026-05-12T21:22:13.030813+00:00,gaming,ISL,21.827,21.73,21.827,0.5,0.5,24.443,33.333,0.5769,0.4231,0.2354,0.5691,1,0.3333,0.3333,0.3333,1.605,0.3048,0.0105,0.01368,2,0.3333,0.3333,0.3333,1.444,0.3333,0.04435,0.05186,0,0.3333,0.3333,0.3333,0.434,0.1741,-0.15656,-0.44591,3.483,27.926,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,26.079,0.0,1.846,1.846,601.861,239.963,756.199
101,2026-05-12T21:22:23.032893+00:00,gaming,ISL,19.156,23.029,19.156,0.5,0.5,21.8,34.564,0.6132,0.3868,0.2435,0.5665,2,0.3333,0.3333,0.3333,1.673,0.5333,0.0173,0.01289,2,0.3333,0.3333,0.3333,0.674,0.3333,-0.03258,-0.03987,2,0.3333,0.3333,0.3333,2.302,0.4178,0.03024,0.02855,4.65,26.45,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,23.436,0.0,3.013,3.013,601.861,242.976,759.212
102,2026-05-12T21:22:33.052699+00:00,gaming,GND,9.004,16.786,16.786,0.5,0.5,11.679,28.25,0.7075,0.2925,0.2524,0.5638,0,0.3333,0.3333,0.3333,0.211,0.0914,-0.02894,-0.13538,2,0.3333,0.3333,0.3333,0.372,0.1905,0.00719,0.01499,2,0.3333,0.3333,0.3333,0.167,0.1119,-0.02328,-0.08689,0.75,28.999,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,13.316,16.57,0.207,15.683,618.431,243.183,774.896
103,2026-05-12T21:22:43.043797+00:00,gaming,GND,12.702,22.44,22.44,0.5,0.5,15.412,33.831,0.687,0.313,0.2621,0.5611,2,0.3333,0.3333,0.3333,2.145,0.3048,0.16455,0.19554,0,0.3333,0.3333,0.3333,0.139,0.0714,-0.01609,-0.09445,1,0.3333,0.3333,0.3333,0.083,0.0746,-0.03169,-0.1862,2.368,36.199,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,17.048,18.419,1.825,19.15,636.85,245.008,794.046
104,2026-05-12T21:22:53.056590+00:00,gaming,ISL,10.573,22.18,10.573,0.5,0.5,13.321,33.498,0.7155,0.2845,0.2724,0.5582,1,0.3333,0.3333,0.3333,2.22,0.3048,0.07197,0.09027,1,0.3333,0.3333,0.3333,1.444,0.2222,0.04443,0.07693,1,0.3333,0.3333,0.3333,0.611,0.2611,-0.1389,-0.23925,4.275,17.596,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,14.958,0.0,2.639,2.639,636.85,247.647,796.685
105,2026-05-12T21:23:03.061067+00:00,mixed,GND,14.602,25.766,25.766,0.5,0.5,17.393,37.009,0.6803,0.3197,0.2835,0.5553,0,0.3333,0.3333,0.3333,0.421,0.1829,-0.0079,-0.03517,1,0.3333,0.3333,0.3333,0.583,0.2286,0.0283,0.09445,1,0.3333,0.3333,0.3333,0.413,0.2286,0.00132,0.00461,1.417,38.426,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,20.033,19.615,0.779,18.393,656.466,248.425,815.078
106,2026-05-12T21:23:13.066475+00:00,mixed,GND,18.139,25.984,25.984,0.5,0.5,20.976,37.151,0.6391,0.3609,0.2952,0.5523,2,0.3333,0.3333,0.3333,2.812,0.6095,0.23115,0.26496,1,0.3333,0.3333,0.3333,0.642,0.2286,0.03422,0.11314,1,0.3333,0.3333,0.3333,0.367,0.2286,-0.00325,-0.01145,3.821,40.972,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,23.616,16.174,3.183,17.357,672.64,251.608,832.434
107,2026-05-12T21:23:23.073412+00:00,mixed,GND,9.093,19.084,19.084,0.5,0.5,11.981,30.173,0.7158,0.2842,0.3075,0.5491,0,0.3333,0.3333,0.3333,0.096,0.1829,-0.04042,-0.19458,2,0.3333,0.3333,0.3333,0.398,0.381,0.0098,0.02037,0,0.3333,0.3333,0.3333,0.179,0.1371,-0.0221,-0.13805,0.673,30.846,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,14.62,18.192,0.034,16.226,690.833,251.642,848.66
108,2026-05-12T21:23:33.070821+00:00,mixed,GND,15.965,20.981,20.981,0.5,0.5,18.908,31.992,0.6285,0.3715,0.3205,0.5459,2,0.3333,0.3333,0.3333,1.755,0.6095,0.12551,0.1525,1,0.3333,0.3333,0.3333,0.2,0.2286,-0.01003,-0.03573,0,0.3333,0.3333,0.3333,0.425,0.1371,0.00249,0.01443,2.38,34.372,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,21.547,13.084,1.741,12.825,703.917,253.383,861.485
109,2026-05-12T21:23:43.066598+00:00,mixed,ISL,16.989,25.809,16.989,0.5,0.5,19.991,36.741,0.6476,0.3524,0.334,0.5426,0,0.5,0.5,0.0,0.937,0.4267,-0.05629,-0.11154,1,0.3333,0.3333,0.3333,0.665,0.4444,-0.03347,-0.06213,1,0.5,0.5,0.0,4.131,0.8,0.21314,0.19322,5.734,25.725,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,22.631,0.0,3.095,3.095,703.917,256.478,864.58
110,2026-05-12T21:23:53.080425+00:00,mixed,ISL,15.648,21.001,15.648,0.5,0.5,18.716,31.853,0.6299,0.3701,0.348,0.5392,1,0.5,0.5,0.0,1.397,0.6095,-0.01032,-0.01364,1,0.3333,0.3333,0.3333,1.207,0.4444,0.02065,0.0365,0,0.5,0.5,0.0,0.548,0.5333,-0.14521,-0.24567,3.151,21.867,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,21.355,0.0,0.512,0.512,703.917,256.99,865.092
111,2026-05-12T21:24:03.091445+00:00,mixed,ISL,14.546,14.649,14.546,0.5,0.5,17.684,25.42,0.5897,0.4103,0.3625,0.5358,1,0.5,0.5,0.0,2.346,0.6095,0.08462,0.10532,1,0.3333,0.3333,0.3333,0.448,0.4444,-0.0552,-0.10464,1,0.5,0.5,0.0,4.907,0.8,0.29072,0.2552,7.701,25.385,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,20.323,0.0,5.062,5.062,703.917,262.052,870.154
112,2026-05-12T21:24:13.098653+00:00,mixed,GND,15.4,20.751,20.751,0.5,0.5,18.612,31.44,0.6281,0.3719,0.3775,0.5322,1,0.3333,0.3333,0.3333,0.604,0.3048,0.01036,0.02684,2,0.3333,0.3333,0.3333,0.717,0.381,0.0417,0.08395,2,0.3333,0.3333,0.3333,1.723,0.3429,0.13225,0.26895,3.043,34.483,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,21.251,12.828,2.405,13.232,716.745,264.457,883.386
113,2026-05-12T21:24:23.109660+00:00,mixed,ISL,11.458,22.762,11.458,0.5,0.5,14.752,33.369,0.6934,0.3066,0.3928,0.5286,1,0.5,0.5,0.0,1.841,0.6095,0.03412,0.04381,2,0.3333,0.3333,0.3333,2.091,0.6667,0.1091,0.12303,1,0.5,0.5,0.0,6.732,0.8,0.47324,0.38746,10.665,25.416,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,17.391,0.0,8.025,8.025,716.745,272.482,891.411
114,2026-05-12T21:24:33.118862+00:00,mixed,GND,16.604,25.985,25.985,0.5,0.5,19.985,36.509,0.6462,0.3538,0.4085,0.5249,0,0.3333,0.3333,0.3333,0.416,0.1829,-0.00838,-0.03734,1,0.3333,0.3333,0.3333,0.075,0.2286,-0.02247,-0.08193,1,0.3333,0.3333,0.3333,0.884,0.2286,0.04835,0.15635,1.375,37.884,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,22.625,16.524,0.736,15.26,733.269,273.218,906.671
115,2026-05-12T21:24:43.137300+00:00,mixed,ISL,23.278,24.112,23.278,0.5,0.5,26.753,34.553,0.5636,0.4364,0.4246,0.5211,1,0.5,0.5,0.0,1.481,0.6095,-0.0019,-0.00249,1,0.3333,0.3333,0.3333,1.671,0.4444,0.06715,0.1141,0,0.5,0.5,0.0,1.442,0.5333,-0.05581,-0.08743,4.594,31.348,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,29.393,0.0,1.955,1.955,733.269,275.174,908.626
116,2026-05-12T21:24:53.145954+00:00,mixed,ISL,14.503,26.035,14.503,0.5,0.5,18.08,36.393,0.6681,0.3319,0.4409,0.5173,1,0.5,0.5,0.0,1.493,0.6095,-0.00072,-0.00094,0,0.3333,0.3333,0.3333,1.596,0.3333,0.05961,0.13371,1,0.5,0.5,0.0,4.031,0.8,0.20306,0.18487,7.12,25.199,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,20.719,0.0,4.48,4.48,733.269,279.654,913.107
117,2026-05-12T21:25:03.152339+00:00,mixed,GND,24.837,26.111,26.111,0.5,0.5,28.523,36.385,0.5606,0.4394,0.4574,0.5134,2,0.3333,0.3333,0.3333,1.628,0.6095,0.11276,0.13802,0,0.3333,0.3333,0.3333,0.068,0.1429,-0.02324,-0.13945,0,0.3333,0.3333,0.3333,0.095,0.1371,-0.03045,-0.19559,1.791,38.176,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,31.163,7.862,1.152,7.013,741.131,280.806,920.12
