ho_id,timestamp,task_type,path,isl_ms,gnd_ms,prop_ms,path_p_isl,path_p_gnd,access_cost_isl,access_cost_gnd,inv_cost_p_isl,inv_cost_p_gnd,trgsat_bg,tn_bg,amf_inst,amf_p0,amf_p1,amf_p2,amf_ms,amf_rho,amf_x,amf_cost,smf_inst,smf_p0,smf_p1,smf_p2,smf_ms,smf_rho,smf_x,smf_cost,upf_inst,upf_p0,upf_p1,upf_p2,upf_ms,upf_rho,upf_x,upf_cost,core_ms,total_ms,on_amf_p0,on_amf_p1,on_amf_p2,on_smf_p0,on_smf_p1,on_smf_p2,on_upf_p0,on_upf_p1,on_upf_p2,gnd_amf_p0,gnd_amf_p1,gnd_amf_p2,gnd_smf_p0,gnd_smf_p1,gnd_smf_p2,gnd_upf_p0,gnd_upf_p1,gnd_upf_p2,global_oracle_ms,access_regret_ms,inst_regret_ms,global_regret_ms,cum_access_regret_ms,cum_inst_regret_ms,cum_global_regret_ms
31,2026-05-12T21:10:41.684435+00:00,mixed,ISL,16.133,25.801,16.133,0.5,0.5,29.467,35.74,0.5481,0.4519,0.85,0.4969,1,0.5,0.5,0.0,1.998,0.6095,0.04985,0.06337,0,0.3333,0.3333,0.3333,0.304,0.3333,-0.06956,-0.18267,1,0.5,0.5,0.0,3.886,0.8,0.1886,0.17278,6.189,35.655,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,32.106,0.0,3.55,3.55,117.25,53.428,151.019
32,2026-05-12T21:10:51.699536+00:00,mixed,GND,14.269,22.847,22.847,0.5,0.5,27.563,32.87,0.5439,0.4561,0.8496,0.5011,2,0.3333,0.3333,0.3333,1.48,0.6095,0.09798,0.12098,2,0.3333,0.3333,0.3333,0.469,0.381,0.01693,0.03493,2,0.3333,0.3333,0.3333,0.751,0.3429,0.03506,0.07862,2.7,35.57,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,30.202,5.308,2.061,5.368,122.558,55.489,156.388
33,2026-05-12T21:11:01.730102+00:00,mixed,GND,9.962,20.868,20.868,0.5,0.5,23.139,30.975,0.5724,0.4276,0.8482,0.5053,1,0.3333,0.3333,0.3333,0.344,0.3048,-0.01557,-0.04174,1,0.3333,0.3333,0.3333,0.391,0.2286,0.00908,0.03127,0,0.3333,0.3333,0.3333,0.099,0.1371,-0.0301,-0.19309,0.834,31.809,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,25.778,7.836,0.195,6.031,130.394,55.685,162.419
34,2026-05-12T21:11:11.741375+00:00,mixed,GND,14.418,23.57,23.57,0.5,0.5,27.405,33.761,0.552,0.448,0.846,0.5094,1,0.3333,0.3333,0.3333,0.865,0.3048,0.03649,0.09147,0,0.3333,0.3333,0.3333,0.095,0.1429,-0.02053,-0.1221,1,0.3333,0.3333,0.3333,0.106,0.2286,-0.02942,-0.10865,1.065,34.826,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,30.044,6.355,0.427,4.782,136.749,56.112,167.2
35,2026-05-12T21:11:21.745419+00:00,mixed,GND,15.687,21.083,21.083,0.5,0.5,28.417,31.357,0.5246,0.4754,0.8429,0.5134,2,0.3333,0.3333,0.3333,1.459,0.6095,0.09592,0.11858,0,0.3333,0.3333,0.3333,0.056,0.1429,-0.02444,-0.1472,0,0.3333,0.3333,0.3333,0.372,0.1371,-0.00283,-0.01667,1.886,33.243,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,31.057,2.94,1.248,2.187,139.689,57.359,169.387
36,2026-05-12T21:11:31.754140+00:00,mixed,GND,15.986,22.325,22.325,0.5,0.5,28.403,32.683,0.535,0.465,0.8389,0.5173,1,0.3333,0.3333,0.3333,0.449,0.3048,-0.00506,-0.01337,0,0.3333,0.3333,0.3333,0.094,0.1429,-0.02062,-0.1227,1,0.3333,0.3333,0.3333,0.163,0.2286,-0.02371,-0.08662,0.706,33.389,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,31.042,4.28,0.068,2.347,143.969,57.427,171.734
37,2026-05-12T21:11:41.760599+00:00,mixed,GND,25.895,21.888,21.888,0.5,0.5,37.95,32.329,0.46,0.54,0.8341,0.5211,2,0.3333,0.3333,0.3333,1.268,0.6095,0.07682,0.09606,1,0.3333,0.3333,0.3333,0.118,0.2286,-0.01822,-0.06589,1,0.3333,0.3333,0.3333,0.139,0.2286,-0.02605,-0.09561,1.525,33.854,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,32.968,0.0,0.887,0.887,143.969,58.314,172.621
38,2026-05-12T21:11:51.763581+00:00,mixed,ISL,14.616,25.591,14.616,0.5,0.5,26.272,36.115,0.5789,0.4211,0.8284,0.5249,0,0.5,0.5,0.0,0.495,0.4267,-0.10053,-0.20886,1,0.3333,0.3333,0.3333,0.656,0.4444,-0.03444,-0.064,0,0.5,0.5,0.0,1.495,0.5333,-0.05045,-0.0787,2.646,28.917,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,28.911,0.0,0.007,0.007,143.969,58.32,172.628
39,2026-05-12T21:12:01.781030+00:00,mixed,GND,17.034,25.581,25.581,0.5,0.5,28.264,36.188,0.5615,0.4385,0.8219,0.5286,0,0.3333,0.3333,0.3333,0.289,0.1829,-0.02106,-0.09668,2,0.3333,0.3333,0.3333,1.517,0.381,0.12174,0.22765,0,0.3333,0.3333,0.3333,0.163,0.1371,-0.02366,-0.14849,1.97,38.158,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,30.903,7.924,1.332,7.255,151.893,59.652,179.883
40,2026-05-12T21:12:11.790153+00:00,mixed,GND,15.797,21.058,21.058,0.5,0.5,26.583,31.748,0.5443,0.4557,0.8146,0.5322,1,0.3333,0.3333,0.3333,0.254,0.3048,-0.02461,-0.06679,1,0.3333,0.3333,0.3333,0.155,0.2286,-0.01449,-0.05206,0,0.3333,0.3333,0.3333,0.117,0.1371,-0.02831,-0.1805,0.526,32.274,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,29.222,5.164,0.0,3.051,157.058,59.652,182.934
41,2026-05-12T21:12:21.804287+00:00,mixed,GND,12.123,22.0,22.0,0.5,0.5,22.457,32.771,0.5934,0.4066,0.8065,0.5358,0,0.3333,0.3333,0.3333,0.265,0.1829,-0.02352,-0.10857,1,0.3333,0.3333,0.3333,0.289,0.2286,-0.0011,-0.00384,2,0.3333,0.3333,0.3333,0.706,0.3429,0.03062,0.06902,1.26,34.031,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,25.096,10.315,0.622,8.936,167.372,60.273,191.87
42,2026-05-12T21:12:31.823909+00:00,mixed,ISL,11.504,22.863,11.504,0.5,0.5,21.384,33.715,0.6119,0.3881,0.7976,0.5392,0,0.5,0.5,0.0,0.629,0.4267,-0.08712,-0.17836,0,0.3333,0.3333,0.3333,0.989,0.3333,-0.00114,-0.00275,0,0.5,0.5,0.0,1.714,0.5333,-0.02863,-0.04389,3.331,24.715,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,24.023,0.0,0.692,0.692,167.372,60.965,192.561
43,2026-05-12T21:12:41.843327+00:00,mixed,ISL,17.997,25.926,17.997,0.5,0.5,27.428,36.858,0.5734,0.4266,0.7879,0.5426,1,0.5,0.5,0.0,3.026,0.6095,0.15256,0.18251,2,0.3333,0.3333,0.3333,3.703,0.6667,0.27031,0.28094,0,0.5,0.5,0.0,1.145,0.5333,-0.08548,-0.13722,7.874,35.301,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,30.067,0.0,5.235,5.235,167.372,66.2,197.796
44,2026-05-12T21:12:51.860797+00:00,mixed,GND,9.576,19.448,19.448,0.5,0.5,18.567,30.459,0.6213,0.3787,0.7776,0.5459,2,0.3333,0.3333,0.3333,2.214,0.6095,0.17144,0.20295,1,0.3333,0.3333,0.3333,0.14,0.2286,-0.016,-0.05763,2,0.3333,0.3333,0.3333,0.401,0.3429,6e-05,0.00013,2.755,33.214,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,21.207,11.891,2.116,12.007,179.264,68.316,209.803
45,2026-05-12T21:13:01.878987+00:00,youtube,GND,15.333,20.944,20.944,0.5,0.5,23.899,32.034,0.5727,0.4273,0.7665,0.5491,1,0.3333,0.3333,0.3333,0.439,0.2667,-0.0061,-0.01614,0,0.3333,0.3333,0.3333,0.188,0.125,-0.01119,-0.06472,2,0.3333,0.3333,0.3333,0.482,0.35,0.00819,0.01625,1.109,33.143,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,26.668,8.135,0.446,6.475,187.399,68.762,216.278
46,2026-05-12T21:13:11.890546+00:00,youtube,GND,19.83,14.654,14.654,0.5,0.5,27.987,25.821,0.4799,0.5201,0.7548,0.5523,1,0.3333,0.3333,0.3333,1.027,0.2667,0.05271,0.1296,0,0.3333,0.3333,0.3333,0.148,0.125,-0.01517,-0.08879,0,0.3333,0.3333,0.3333,0.02,0.14,-0.038,-0.2107,1.195,27.017,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,26.484,0.0,0.532,0.532,187.399,69.295,216.81
47,2026-05-12T21:13:21.906335+00:00,youtube,GND,13.141,22.255,22.255,0.5,0.5,20.907,33.498,0.6157,0.3843,0.7425,0.5553,1,0.3333,0.3333,0.3333,1.325,0.2667,0.08255,0.19613,0,0.3333,0.3333,0.3333,0.198,0.125,-0.01023,-0.05898,1,0.3333,0.3333,0.3333,0.795,0.2333,0.03948,0.11193,2.318,35.816,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,23.677,12.591,1.655,12.139,199.99,70.95,228.949
48,2026-05-12T21:13:31.919266+00:00,youtube,GND,10.043,21.116,21.116,0.5,0.5,17.438,32.434,0.6504,0.3496,0.7295,0.5582,2,0.3333,0.3333,0.3333,1.337,0.5333,0.08369,0.10422,0,0.3333,0.3333,0.3333,0.08,0.125,-0.02201,-0.13155,1,0.3333,0.3333,0.3333,0.193,0.2333,-0.02072,-0.06417,1.61,34.044,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,20.207,14.997,0.947,13.837,214.986,71.896,242.786
49,2026-05-12T21:13:41.929739+00:00,youtube,ISL,19.202,23.827,19.202,0.5,0.5,26.245,35.218,0.573,0.427,0.716,0.5611,2,0.3333,0.3333,0.3333,21.229,0.9333,1.97286,0.90811,1,0.3333,0.3333,0.3333,1.455,0.3889,0.04552,0.07876,0,0.5,0.5,0.0,2.455,0.5444,0.04551,0.05687,25.139,51.383,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,29.014,0.0,22.369,22.369,214.986,94.266,265.155
50,2026-05-12T21:13:51.950144+00:00,youtube,ISL,11.999,22.079,11.999,0.5,0.5,18.71,33.542,0.6419,0.3581,0.702,0.5638,1,0.3333,0.3333,0.3333,1.113,0.5333,-0.0387,-0.05213,1,0.3333,0.3333,0.3333,2.461,0.3889,0.14615,0.23354,1,0.5,0.5,0.0,4.979,0.8167,0.29792,0.22742,8.554,27.264,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,21.48,0.0,5.784,5.784,214.986,100.05,270.939
51,2026-05-12T21:14:01.955956+00:00,youtube,ISL,12.861,22.722,12.861,0.5,0.5,19.261,34.256,0.6401,0.3599,0.6875,0.5665,0,0.3333,0.3333,0.3333,0.391,0.3733,-0.11091,-0.23314,2,0.3333,0.3333,0.3333,1.324,0.5833,0.03239,0.03814,1,0.5,0.5,0.0,5.717,0.8167,0.37169,0.27657,7.432,26.693,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,22.031,0.0,4.662,4.662,214.986,104.712,275.601
52,2026-05-12T21:14:11.967612+00:00,youtube,ISL,14.583,23.904,14.583,0.5,0.5,20.69,35.507,0.6318,0.3682,0.6725,0.5691,1,0.3333,0.3333,0.3333,1.263,0.5333,-0.02369,-0.03159,2,0.3333,0.3333,0.3333,1.334,0.5833,0.03338,0.03927,1,0.5,0.5,0.0,7.827,0.8167,0.58267,0.40509,10.424,31.114,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,23.46,0.0,7.654,7.654,214.986,112.366,283.255
53,2026-05-12T21:14:21.974787+00:00,youtube,ISL,16.068,21.382,16.068,0.5,0.5,21.903,33.052,0.6014,0.3986,0.6572,0.5716,1,0.3333,0.3333,0.3333,5.201,0.5333,0.3701,0.39593,0,0.3333,0.3333,0.3333,0.792,0.2917,-0.02077,-0.05113,1,0.5,0.5,0.0,4.922,0.8167,0.29225,0.22354,10.916,32.818,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,24.672,0.0,8.146,8.146,214.986,120.512,291.401
54,2026-05-12T21:14:31.986558+00:00,youtube,GND,19.733,22.437,22.437,0.5,0.5,25.312,34.172,0.5745,0.4255,0.6415,0.5739,1,0.3333,0.3333,0.3333,0.499,0.2667,-7e-05,-0.00019,0,0.3333,0.3333,0.3333,0.246,0.125,-0.00538,-0.0306,2,0.3333,0.3333,0.3333,1.053,0.35,0.06528,0.12271,1.798,35.97,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,28.081,8.86,1.135,7.889,223.846,121.647,299.29
55,2026-05-12T21:14:41.986168+00:00,youtube,ISL,9.783,12.009,9.783,0.5,0.5,15.123,23.807,0.6115,0.3885,0.6254,0.5762,1,0.3333,0.3333,0.3333,0.82,0.5333,-0.068,-0.09348,1,0.3333,0.3333,0.3333,2.506,0.3889,0.15061,0.23988,0,0.5,0.5,0.0,1.726,0.5444,-0.0274,-0.03586,5.052,20.175,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,17.892,0.0,2.282,2.282,223.846,123.929,301.572
56,2026-05-12T21:14:52.003374+00:00,youtube,ISL,19.45,24.424,19.45,0.5,0.5,24.566,36.283,0.5963,0.4037,0.6091,0.5784,1,0.3333,0.3333,0.3333,0.902,0.5333,-0.05985,-0.08181,0,0.3333,0.3333,0.3333,0.324,0.2917,-0.0676,-0.17703,1,0.5,0.5,0.0,5.831,0.8167,0.3831,0.28395,7.056,31.623,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,27.336,0.0,4.287,4.287,223.846,128.216,305.859
57,2026-05-12T21:15:02.045424+00:00,youtube,GND,14.612,26.157,26.157,0.5,0.5,19.52,38.075,0.6611,0.3389,0.5926,0.5805,2,0.3333,0.3333,0.3333,1.773,0.5333,0.12732,0.15453,2,0.3333,0.3333,0.3333,0.369,0.3333,0.00695,0.01449,2,0.3333,0.3333,0.3333,0.546,0.35,0.01463,0.02883,2.689,40.764,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,22.29,18.554,2.026,18.473,242.401,130.242,324.333
58,2026-05-12T21:15:12.050218+00:00,youtube,ISL,16.431,26.447,16.431,0.5,0.5,21.147,38.421,0.645,0.355,0.5758,0.5824,2,0.3333,0.3333,0.3333,19.813,0.9333,1.83133,0.86436,0,0.3333,0.3333,0.3333,0.389,0.2917,-0.06111,-0.15861,0,0.5,0.5,0.0,1.549,0.5444,-0.0451,-0.05973,21.751,42.898,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5,0.5,0.0,23.916,0.0,18.982,18.982,242.401,149.224,343.314
59,2026-05-12T21:15:22.055079+00:00,youtube,GND,13.155,23.084,23.084,0.5,0.5,17.69,35.113,0.665,0.335,0.559,0.5843,2,0.3333,0.3333,0.3333,2.329,0.5333,0.18292,0.21518,2,0.3333,0.3333,0.3333,0.398,0.3333,0.00977,0.02031,1,0.3333,0.3333,0.3333,0.482,0.2333,0.00819,0.02428,3.209,38.322,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,20.46,17.423,2.546,17.862,259.823,151.77,361.176
60,2026-05-12T21:15:32.073691+00:00,browsing,ISL,19.561,22.716,19.561,0.5,0.5,23.928,34.796,0.5925,0.4075,0.542,0.5861,1,0.5,0.5,0.0,1.819,0.6857,0.03186,0.04097,2,0.3333,0.3333,0.3333,4.551,0.75,0.35512,0.35497,0,0.5,0.5,0.0,1.235,0.55,-0.07652,-0.13378,7.605,31.533,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,26.615,0.0,4.918,4.918,259.823,156.688,366.094
61,2026-05-12T21:15:42.076038+00:00,browsing,ISL,7.075,11.086,7.075,0.5,0.5,11.285,23.215,0.6729,0.3271,0.525,0.5878,0,0.5,0.5,0.0,0.626,0.48,-0.08743,-0.17904,2,0.3333,0.3333,0.3333,3.938,0.75,0.29379,0.30199,1,0.5,0.5,0.0,4.376,0.825,0.23761,0.23048,8.94,20.225,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,13.972,0.0,6.253,6.253,259.823,162.941,372.347
62,2026-05-12T21:15:52.081563+00:00,browsing,GND,10.148,20.668,20.668,0.5,0.5,14.213,32.843,0.698,0.302,0.508,0.5893,0,0.3333,0.3333,0.3333,0.085,0.2057,-0.04152,-0.20045,0,0.3333,0.3333,0.3333,0.185,0.1607,-0.01152,-0.06668,2,0.3333,0.3333,0.3333,0.576,0.3536,0.01761,0.04386,0.846,33.689,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,16.899,18.631,0.215,16.79,278.454,163.156,389.137
63,2026-05-12T21:16:02.091133+00:00,browsing,GND,11.966,23.205,23.205,0.5,0.5,15.895,35.423,0.6903,0.3097,0.491,0.5908,0,0.3333,0.3333,0.3333,0.373,0.2057,-0.01274,-0.05733,2,0.3333,0.3333,0.3333,0.395,0.4286,0.00949,0.01974,2,0.3333,0.3333,0.3333,0.632,0.3536,0.02322,0.05741,1.4,36.823,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,18.582,19.528,0.769,18.241,297.982,163.925,407.378
64,2026-05-12T21:16:12.104732+00:00,browsing,GND,19.965,24.329,24.329,0.5,0.5,23.768,36.588,0.6062,0.3938,0.4742,0.5921,1,0.3333,0.3333,0.3333,0.313,0.3429,-0.01865,-0.0502,1,0.3333,0.3333,0.3333,0.445,0.2571,0.01454,0.04964,1,0.3333,0.3333,0.3333,0.129,0.2357,-0.02711,-0.10928,0.888,37.476,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,26.455,12.82,0.257,11.021,310.802,164.182,418.4
65,2026-05-12T21:16:22.112608+00:00,browsing,ISL,17.565,25.86,17.565,0.5,0.5,21.252,38.157,0.6423,0.3577,0.4574,0.5934,0,0.5,0.5,0.0,0.959,0.48,-0.05406,-0.10688,2,0.3333,0.3333,0.3333,2.775,0.75,0.1775,0.1931,0,0.5,0.5,0.0,1.357,0.55,-0.06429,-0.11116,5.091,26.343,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,23.938,0.0,2.405,2.405,310.802,166.587,420.805
66,2026-05-12T21:16:32.125572+00:00,browsing,GND,8.778,19.553,19.553,0.5,0.5,12.355,31.885,0.7207,0.2793,0.4409,0.5945,2,0.3333,0.3333,0.3333,1.829,0.6857,0.13289,0.16078,0,0.3333,0.3333,0.3333,0.505,0.1607,0.02045,0.10844,2,0.3333,0.3333,0.3333,0.447,0.3536,0.00467,0.01183,2.78,34.665,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,15.041,19.53,2.149,19.624,330.332,168.736,440.428
67,2026-05-12T21:16:42.126755+00:00,browsing,ISL,18.768,24.285,18.768,0.5,0.5,22.244,36.648,0.6223,0.3777,0.4246,0.5956,1,0.5,0.5,0.0,2.754,0.6857,0.12542,0.15239,1,0.3333,0.3333,0.3333,0.626,0.5,-0.03737,-0.06964,1,0.5,0.5,0.0,4.902,0.825,0.29017,0.27501,8.282,30.526,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,24.93,0.0,5.596,5.596,330.332,174.332,446.024
68,2026-05-12T21:16:52.146061+00:00,browsing,ISL,19.896,14.493,19.896,0.5,0.5,23.278,26.884,0.536,0.464,0.4085,0.5965,1,0.5,0.5,0.0,1.575,0.6857,0.00748,0.00977,0,0.3333,0.3333,0.3333,0.443,0.375,-0.0557,-0.14351,1,0.5,0.5,0.0,5.953,0.825,0.3953,0.35854,7.971,31.248,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,25.964,0.0,5.284,5.284,330.332,179.616,451.309
69,2026-05-12T21:17:02.147677+00:00,browsing,ISL,13.48,22.337,13.48,0.5,0.5,16.774,34.754,0.6745,0.3255,0.3928,0.5973,0,0.5,0.5,0.0,0.509,0.48,-0.09909,-0.20553,2,0.3333,0.3333,0.3333,2.849,0.75,0.18489,0.20038,1,0.5,0.5,0.0,4.761,0.825,0.27613,0.26331,8.119,24.893,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,19.46,0.0,5.433,5.433,330.332,185.049,456.741
70,2026-05-12T21:17:12.163641+00:00,browsing,GND,11.862,20.901,20.901,0.5,0.5,15.075,33.34,0.6886,0.3114,0.3775,0.598,0,0.3333,0.3333,0.3333,0.404,0.2057,-0.00959,-0.04285,1,0.3333,0.3333,0.3333,0.268,0.2571,-0.00323,-0.01136,0,0.3333,0.3333,0.3333,0.113,0.1414,-0.02869,-0.20158,0.785,34.125,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,17.761,18.265,0.154,16.364,348.597,185.203,473.105
71,2026-05-12T21:17:22.169746+00:00,browsing,ISL,15.541,20.55,15.541,0.5,0.5,18.678,33.008,0.6386,0.3614,0.3625,0.5986,1,0.5,0.5,0.0,2.625,0.6857,0.11249,0.13771,1,0.3333,0.3333,0.3333,1.28,0.5,0.02802,0.04921,1,0.5,0.5,0.0,4.364,0.825,0.23636,0.2294,8.269,26.947,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,21.365,0.0,5.582,5.582,348.597,190.786,478.687
72,2026-05-12T21:17:32.185639+00:00,browsing,ISL,18.301,26.445,18.301,0.5,0.5,21.368,38.918,0.6456,0.3544,0.348,0.5991,1,0.5,0.5,0.0,2.966,0.6857,0.14656,0.17593,2,0.3333,0.3333,0.3333,2.925,0.75,0.19253,0.20786,0,0.5,0.5,0.0,2.28,0.55,0.02798,0.04477,8.171,29.539,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,24.054,0.0,5.484,5.484,348.597,196.27,484.172
73,2026-05-12T21:17:42.205389+00:00,browsing,ISL,16.064,21.0,16.064,0.5,0.5,19.067,33.485,0.6372,0.3628,0.334,0.5995,0,0.5,0.5,0.0,0.585,0.48,-0.09145,-0.18811,1,0.3333,0.3333,0.3333,0.816,0.5,-0.01839,-0.03366,1,0.5,0.5,0.0,4.29,0.825,0.22903,0.22302,5.692,24.759,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,0.5,0.5,0.0,0.3333,0.3333,0.3333,0.5,0.5,0.0,21.753,0.0,3.005,3.005,348.597,199.275,487.177
74,2026-05-12T21:17:52.209838+00:00,browsing,GND,13.577,21.956,21.956,0.5,0.5,16.52,34.449,0.6759,0.3241,0.3205,0.5998,2,0.3333,0.3333,0.3333,2.448,0.6857,0.19482,0.22769,0,0.3333,0.3333,0.3333,0.061,0.1607,-0.02394,-0.14394,2,0.3333,0.3333,0.3333,0.358,0.3536,-0.00416,-0.01065,2.867,37.316,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,19.206,17.929,2.236,18.11,366.526,201.512,505.287
